Consolidated Bug ID,Source Bug ID,Source,Module,Route / Screen,Title,Description,Steps / Reproduction,Expected,Actual,Reported Severity,Consolidated Severity,Verification Status,Duplicate Status,Duplicate Cluster,Canonical Bug ID,Related Bugs,User Journey Impact,Downstream Impact,Technical Evidence,Technical Confidence,PRD Traceability,Recommended Next Action,Evidence Reference
CBR-PM-025,Bug 25,PM_VERIFIED_BUGS.csv,Rin,/rin/loans,Loan doc -> Drive 'file not found',Tester was never asked for Drive consent on this account — file may never reach Drive at all (placeholder ID + fabricated URL). Verify: check Google Drive for Svarajya_Nidhi folder contents.,"Uploaded dummy PDF to loan; View opens drive.google.com/file/d/1783760246043-w8a1ivyxz/view -> Sorry, file does not exist. | Deterministic: the URL embeds the apps INTERNAL documentId (timestamp-random format, API-verified identical) — not a Drive file ID. Same broken URL on every view.",Expected behavior is the inverse of the reported defect: Loan doc -> Drive 'file not found',"Uploaded dummy PDF to loan; View opens drive.google.com/file/d/1783760246043-w8a1ivyxz/view -> Sorry, file does not exist. | Deterministic: the URL embeds the apps INTERNAL documentId (timestamp-random format, API-verified identical) — not a Drive file ID. Same broken URL on every view.",Medium,P2,Confirmed,Duplicate/related cluster member,DOCUMENT-DRIVE-ID,NB-013,None stated,E - Documents step 3 (Fail),ROOT CAUSE for DUP-1 family (Bugs 21/25/34): internal ID used as Drive fileId in view-URL construction.,"Document handling spans FileUploader, local Vault, and Google Drive helpers; module document IDs are soft references.",Confirmed,PRD-M09,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 25
CBR-PM-026,Bug 26,PM_VERIFIED_BUGS.csv,Rin,/rin/loans,End date shown in View but absent in Add/Edit,"Add-form absence 2x (10-07); schema + view-page display (11-07, loan b00496c8). Also: repayment-progress math correct (20.0%); Add Document section present on view page (Bug 24 counterpart consistent).","Add form has NO End Date field. Full field list: loan type, lender, principal, outstanding, EMI, interest %, tenure, start date. | COMPLETED 11-07: schema holds endDate:null (API); loan view page displays END DATE N/A while no Add/Edit form offers the field. All three halves verified.",Expected behavior is the inverse of the reported defect: End date shown in View but absent in Add/Edit,"Add form has NO End Date field. Full field list: loan type, lender, principal, outstanding, EMI, interest %, tenure, start date. | COMPLETED 11-07: schema holds endDate:null (API); loan view page displays END DATE N/A while no Add/Edit form offers the field. All three halves verified.",Low,P3,Confirmed,No duplicate identified in source,None assigned,PM-026,None stated,No direct DA journey reference,Module-local impact; downstream effect Needs WD Verification,PM live observations plus architecture/module maps; root cause Needs WD Verification.,Confirmed,PRD-M09,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 26
CBR-PM-027,Bug 27,PM_VERIFIED_BUGS.csv,Vyaya,/vyaya/entry,Expense date accepts future dates,Vyaya module has Categories/Budget/Subscriptions/Analytics tabs — Subscriptions-inside-Vyaya UI-confirmed; Budget tab exists (PRD 5.3 present).,"Expense date set to 2026-08-20 (6 weeks future) at /vyaya/add via React change handler -> accepted; no validation; Save Expense enabled. | 2026-12-31 -> identical: accepted, 0 messages, save enabled.",Expected behavior is the inverse of the reported defect: Expense date accepts future dates,"Expense date set to 2026-08-20 (6 weeks future) at /vyaya/add via React change handler -> accepted; no validation; Save Expense enabled. | 2026-12-31 -> identical: accepted, 0 messages, save enabled.",Medium,P2,Confirmed,Duplicate/related cluster member,DATE-VALIDATION,PM-019,None stated,No direct DA journey reference,DUP-5 date-validation class. Route note: add-expense lives at /vyaya/add.,PM live observations plus architecture/module maps; root cause Needs WD Verification.,Confirmed,PRD-M05,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 27
CBR-PM-028,Bug 28,PM_VERIFIED_BUGS.csv,Vyaya,/vyaya/entry,Recurring frequency not saved (NULL),"Both expense records have 10 keys, no recurringFrequency. Silent-field-loss family. NB-012 compounds: no expense edit to correct it.","Tester set Recurring ON with Monthly frequency; stored record (API d31b62e1) has isRecurring:true but NO frequency field present at all — frequency lost. | Second expense (1200, subscriptions, Monthly chosen): frequency field ABSENT again — 2 independent records, 0 frequencies persisted.",Expected behavior is the inverse of the reported defect: Recurring frequency not saved (NULL),"Tester set Recurring ON with Monthly frequency; stored record (API d31b62e1) has isRecurring:true but NO frequency field present at all — frequency lost. | Second expense (1200, subscriptions, Monthly chosen): frequency field ABSENT again — 2 independent records, 0 frequencies persisted.",Medium,P2,Confirmed,Duplicate/related cluster member,SILENT-FIELD-LOSS,NB-002,None stated,B - Income and expenses step 2 (Partial); D - Loan and cash flow step 2 (Partial),Module-local impact; downstream effect Needs WD Verification,expense_entries.frequency exists; parallel ExpenseStore/API routes create persistence divergence risk.,Confirmed,PRD-M05,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 28
CBR-PM-029,Bug 29,PM_VERIFIED_BUGS.csv,Vyaya (Subscriptions),/vyaya/subscriptions; /leakage/subscriptions,Last-used/renewal date validations missing,"All subscription operations blocked by NB-014 (/api/subscriptions 500, Prisma P2022). Retest after schema fix. UI shows empty state, not error — saved subscription invisible.",Not supplied; reproduce from the original PM report.,Expected behavior is the inverse of the reported defect: Last-used/renewal date validations missing,Blocked — cannot test,Medium,P2,Blocked — cannot test,Duplicate/related cluster member,DATE-VALIDATION,PM-019,None stated,F - Subscription and reminders step 2 (Fail),Module-local impact; downstream effect Needs WD Verification,PM live observations plus architecture/module maps; root cause Needs WD Verification.,Unconfirmed,PRD-M05,"Unblock the prerequisite, reproduce twice in an isolated test environment, then triage severity and ownership.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 29
CBR-PM-030,Bug 30,PM_VERIFIED_BUGS.csv,Mitra,/mitra; /succession,Will last-review date accepts future dates,Will toggle itself resists synthetic clicks (human flip required) — same widget family as chapter gates.,"Last Review/Update Date on /mitra/will set to 2026-09-01 (future) -> accepted, zero validation messages (toggle flipped by tester; field revealed). | 2027-01-15 -> identical acceptance, no messages.",Expected behavior is the inverse of the reported defect: Will last-review date accepts future dates,"Last Review/Update Date on /mitra/will set to 2026-09-01 (future) -> accepted, zero validation messages (toggle flipped by tester; field revealed). | 2027-01-15 -> identical acceptance, no messages.",Medium,P2,Confirmed,Duplicate/related cluster member,DATE-VALIDATION,PM-019,None stated,No direct DA journey reference,DUP-5 date-validation class. Executor name/contact fields duplicated on /succession/will (overlap evidence).,PM live observations plus architecture/module maps; root cause Needs WD Verification.,Confirmed,PRD-M12,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 30
CBR-PM-031,Bug 31,PM_VERIFIED_BUGS.csv,Bhoomi,/bhoomi,Header card size inconsistent,"HONEST NOTE: automated width check did NOT reproduce a Bhoomi-vs-Raksha difference. Report may refer to a different viewport, the tab-strip area, or inner padding. Recommend a human side-by-side visual pass + screenshot at the reporters viewport before final verdict — do not mark Confirmed on automation alone. || UPDATE 12-07 (via Bug 15): mechanism found — the header info-card is CONTENT-SIZED (no flex-1), so relative card widths float with description text. Today Bhoomi=808px vs Foundation=790px inside identical 872px rows — Bhoomi is currently the WIDER card, so the report's 'shorter' claim is content/time-dependent; verdict stays Partially reproduced. The 10-07 automation compared the fixed 872px title ROW, not the card — that is why it found no difference. Same one-line fix + same Jira ticket as Bug 15 (width constraint on the shared header-card component).","Measured at ~1470px viewport: Bhoomi header card = 872px wide (bounds 280-1152). Raksha header card = IDENTICAL 872px, same bounds. No width difference found between these two. | Kar comparison inconclusive (differently-structured wrapper prevented like-for-like automated measurement).",Expected behavior is the inverse of the reported defect: Header card size inconsistent,"Measured at ~1470px viewport: Bhoomi header card = 872px wide (bounds 280-1152). Raksha header card = IDENTICAL 872px, same bounds. No width difference found between these two. | Kar comparison inconclusive (differently-structured wrapper prevented like-for-like automated measurement).",Low,P3,Partially reproduced,Duplicate/related cluster member,MODULE-HEADER-CONSISTENCY,PM-015,None stated,No direct DA journey reference,Cosmetic; DUP with Bugs 15/31 (module-card UI consistency family).,PM live observations plus architecture/module maps; root cause Needs WD Verification.,Strong Evidence,PRD-M10,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 31
CBR-PM-032,Bug 32,PM_VERIFIED_BUGS.csv,Kar — ITR,/kar/itr,"Year fields free-text, no picker","Behaviour improved since 06-06 (letter mask added) but core stands: no picker, no YYYY-YY format enforcement, nonsense years pass.",Free-text year fields confirmed (no picker). Character mask NOW blocks letters (banana rejected) — improvement since report — but 99- survives as a value with no format message. | Nonsense year 3000-99 accepted with zero format messages; no picker element anywhere in form.,"Expected behavior is the inverse of the reported defect: Year fields free-text, no picker",Free-text year fields confirmed (no picker). Character mask NOW blocks letters (banana rejected) — improvement since report — but 99- survives as a value with no format message. | Nonsense year 3000-99 accepted with zero format messages; no picker element anywhere in form.,Low,P3,Partially reproduced,No duplicate identified in source,None assigned,PM-032,None stated,No direct DA journey reference,Module-local impact; downstream effect Needs WD Verification,PM live observations plus architecture/module maps; root cause Needs WD Verification.,Strong Evidence,PRD-M11,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 32
CBR-PM-033,Bug 33,PM_VERIFIED_BUGS.csv,Kar — ITR,/kar/itr,Future filing date silently disables Save,"Kar DOES validate the date (unlike Raksha/Rin) but communicates nothing. Also noted: Kar has an in-app, completion-tracked Tax Awareness Primer (Step 1 of 3, Mark-as-watched) — the PRD tutorial spec exists in the codebase but only Kar uses it.","Baseline: all fields valid + past filing date -> Save ENABLED, 0 messages. Changed ONLY filing date to 2026-07-15 -> Save DISABLED, 0 visible validation messages. | Toggled back to valid (Save re-enabled) then to 2026-08-01 -> Save disabled again, 0 messages. Causality proven both directions.",Expected behavior is the inverse of the reported defect: Future filing date silently disables Save,"Baseline: all fields valid + past filing date -> Save ENABLED, 0 messages. Changed ONLY filing date to 2026-07-15 -> Save DISABLED, 0 visible validation messages. | Toggled back to valid (Save re-enabled) then to 2026-08-01 -> Save disabled again, 0 messages. Causality proven both directions.",Medium,P2,Confirmed,Canonical,SILENT-VALIDATION,PM-033,None stated,No direct DA journey reference,Same silent-disable pattern as Bug 37 (DIN form) per report — DUP-3.,PM live observations plus architecture/module maps; root cause Needs WD Verification.,Confirmed,PRD-M11,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 33
CBR-PM-034,Bug 34,PM_VERIFIED_BUGS.csv,Kar — ITR,/kar/itr,ITR doc -> Drive 'file not found',"Kar implements local-save + explicit opt-in Drive sync + real file IDs — the PRD local-first model, working. Recommend porting Kar document handling to Raksha/Rin. Pre-linking ITR state untested (report may reflect unlinked account).","Tester saved ITR record, uploaded doc WITH sync-to-Drive checkbox ticked (Drive linked): View OPENS the document successfully. | Deterministic in current state; contrast: Raksha doc still phantoms after linking (Bug 21).",Expected behavior is the inverse of the reported defect: ITR doc -> Drive 'file not found',"Tester saved ITR record, uploaded doc WITH sync-to-Drive checkbox ticked (Drive linked): View OPENS the document successfully. | Deterministic in current state; contrast: Raksha doc still phantoms after linking (Bug 21).",Medium,P3,Not reproducible,Duplicate/related cluster member,DOCUMENT-DRIVE-ID,NB-013,None stated,No direct DA journey reference,"DUP-1 diverges: Kar works, Raksha/Rin broken.",PM live observations plus architecture/module maps; root cause Needs WD Verification.,Unconfirmed,PRD-M11,Do not close solely on this result; confirm build/environment parity and rerun the canonical reproduction.,audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 34
CBR-PM-035,Bug 35,PM_VERIFIED_BUGS.csv,Kar — GST,/kar/gst,One field error triggers all-field validation storm,GST is the ONLY form in the app that shows a date-validation MESSAGE (last filing date cannot be in the future) — but validates all fields on any single change.,"Set ONLY last-filing-date to future (2026-08-01) on pristine form -> NINE errors erupted simultaneously (all required-field messages + the date error). Full list captured verbatim. | Fresh form, 2026-09-15 -> identical 9-error storm.",Expected behavior is the inverse of the reported defect: One field error triggers all-field validation storm,"Set ONLY last-filing-date to future (2026-08-01) on pristine form -> NINE errors erupted simultaneously (all required-field messages + the date error). Full list captured verbatim. | Fresh form, 2026-09-15 -> identical 9-error storm.",Medium,P3,Confirmed,No duplicate identified in source,None assigned,PM-035,None stated,No direct DA journey reference,Module-local impact; downstream effect Needs WD Verification,PM live observations plus architecture/module maps; root cause Needs WD Verification.,Confirmed,PRD-M11,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 35
CBR-PM-036,Bug 36,PM_VERIFIED_BUGS.csv,Kar — GST,/kar/gst,GST next due date accepts past dates,Same form validates one date field with a message and sanity-checks the neighbour not at all.,"Next due date -> 2026-05-01 (past): accepted; its required-error simply cleared (storm 9->8); NO past-date message — while the future-date error sits beside it on the same form. | Fresh form, 2026-03-10 -> identical acceptance, no past message.",Expected behavior is the inverse of the reported defect: GST next due date accepts past dates,"Next due date -> 2026-05-01 (past): accepted; its required-error simply cleared (storm 9->8); NO past-date message — while the future-date error sits beside it on the same form. | Fresh form, 2026-03-10 -> identical acceptance, no past message.",Medium,P2,Confirmed,Duplicate/related cluster member,DATE-VALIDATION,PM-019,None stated,No direct DA journey reference,DUP-5 class. Sharp contrast: adjacent date field on same form HAS a message.,PM live observations plus architecture/module maps; root cause Needs WD Verification.,Confirmed,PRD-M11,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 36
CBR-PM-037,Bug 37,PM_VERIFIED_BUGS.csv,Kar — DIN,/kar/din,"Invalid data silently disables Save, no messages",Reported silent-disable is GONE because validation was removed entirely — invalid DIN/dates now pass client-side checks with Save enabled (Save not clicked; server-side unverified). Regression in the opposite direction since 06-06.,"Baseline valid -> Save enabled. DIN set to 9 digits (123456789) -> Save STILL enabled, value accepted, 0 messages. | Director Since -> future (2027-01-01): Save enabled, 0 msgs. Expiry -> past (2024-01-01): Save enabled, 0 msgs.","Expected behavior is the inverse of the reported defect: Invalid data silently disables Save, no messages","Baseline valid -> Save enabled. DIN set to 9 digits (123456789) -> Save STILL enabled, value accepted, 0 messages. | Director Since -> future (2027-01-01): Save enabled, 0 msgs. Expiry -> past (2024-01-01): Save enabled, 0 msgs.",Medium,P2,Behaviour changed,Duplicate/related cluster member,SILENT-VALIDATION,PM-033,None stated,No direct DA journey reference,Diverged from Bug 33: ITR form still silently disables; DIN form no longer validates at all.,PM live observations plus architecture/module maps; root cause Needs WD Verification.,Strong Evidence,PRD-M11,"Update the canonical defect to the current behavior, preserve the old observation as history, fix the active failure, and rerun regression tests.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 37
CBR-PM-038,Bug 38,PM_VERIFIED_BUGS.csv,Uttaradhikar,/succession,Executor contact accepts >10 digits,Route: /succession/will. Same executor name/contact fields ALSO exist on /mitra/will — Mitra/Uttaradhikar overlap now field-level confirmed (feeds GAP duplication finding).,"Executor contact accepted a 32-character digit string in full; zero validation messages. | 20-character number: identical acceptance, no messages.",Expected behavior is the inverse of the reported defect: Executor contact accepts >10 digits,"Executor contact accepted a 32-character digit string in full; zero validation messages. | 20-character number: identical acceptance, no messages.",Medium,P2,Confirmed,No duplicate identified in source,None assigned,PM-038,None stated,No direct DA journey reference,"Placeholder says phone OR email — dual-purpose field, but neither format is enforced.",PM live observations plus architecture/module maps; root cause Needs WD Verification.,Confirmed,PRD-M11,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 38
CBR-PM-039,Bug 39,PM_VERIFIED_BUGS.csv,Uttaradhikar,/succession,Emergency phones accept letters,Route: /succession/emergency. Page mentions 6-digit OTP via EMAIL for emergency access — email OTP flow exists while mobile OTP (NB-001) is broken; note for auth epic.,"Primary contact phone accepted letters (ersdtfgyhuijo, 13 chars); no validation message (only unrelated OTP note on page). | Secondary contact phone accepted letters + special characters (werdtfygh!@#); zero validation messages.",Expected behavior is the inverse of the reported defect: Emergency phones accept letters,"Primary contact phone accepted letters (ersdtfgyhuijo, 13 chars); no validation message (only unrelated OTP note on page). | Secondary contact phone accepted letters + special characters (werdtfygh!@#); zero validation messages.",Medium,P2,Confirmed,No duplicate identified in source,None assigned,PM-039,None stated,No direct DA journey reference,Module-local impact; downstream effect Needs WD Verification,PM live observations plus architecture/module maps; root cause Needs WD Verification.,Confirmed,PRD-M11,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/PM_VERIFIED_BUGS.csv; Bug 39
CBR-NB-001,NB-001,EXISTING_BUG_REPORT.csv,Onboarding,/onboarding/contact-info,Send OTP fails: Firebase auth/billing-not-enabled,OTP send errors out; mobile verification impossible. Skip Verification works so onboarding is not fully blocked.,Enter any mobile -> click 'Send OTP to mobile',OTP sent via SMS,Red error: Firebase: Error (auth/billing-not-enabled),P1,P1,Draft — reproduce 2x,Canonical,MOBILE-OTP,NB-001,Bug 5 (behaviour changed),A - New user onboarding step 3 (Partial),OTP send errors out; mobile verification impossible. Skip Verification works so onboarding is not fully blocked.,src/app/(onboarding)/onboarding/contact-info/page.tsx uses Firebase phone auth; live billing/config state cannot be verified offline.,Probable,PRD-M01; security/auth is implicit and partly outside concise PRD,"Assign a WD owner, reproduce against the intended non-production environment, fix before release, and attach journey-level regression evidence.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-001
CBR-NB-002,NB-002,EXISTING_BUG_REPORT.csv,Sthapana — Family,/foundation/family,Family member mobile & email lost after save,Mobile and email entered on add-member form are absent from the stored record returned by /api/family. Same pattern as Bug 28.,Add member with mobile + email -> save -> GET /api/family or reopen member,Both fields persisted and returned,Fields absent from stored record,P2,P2,Reproduced 2x,Canonical,SILENT-FIELD-LOSS,NB-002,Bug 28 (pattern),A - New user onboarding step 4 (Partial); A - New user onboarding step 7 (Partial); C - Insurance and nominee step 1 (Partial),Module-local impact; inspect dependency matrix for downstream consumers.,Live/source report correlated with repository architecture and database maps; exact root cause Needs WD Verification.,Confirmed,PRD-M01,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-002
CBR-NB-003,NB-003,EXISTING_BUG_REPORT.csv,Sthapana — Profile,/foundation -> EDIT,"Profile editing replays full onboarding, gated behind broken OTP",No dedicated edit form. EDIT re-enters the 5-step onboarding wizard ending at the OTP step that errors (NB-001).,Open /foundation -> click EDIT on profile card,Dedicated edit form for profile fields,Redirect to /onboarding/name; full wizard replay required,P1,P1,Draft — reproduce 2x,No duplicate identified in source,None assigned,NB-003,None stated,No direct DA journey reference,No dedicated edit form. EDIT re-enters the 5-step onboarding wizard ending at the OTP step that errors (NB-001).,Foundation edit routing re-enters onboarding; the OTP dependency is visible in the onboarding route chain.,Probable,PRD-M01; security/auth is implicit and partly outside concise PRD,"Assign a WD owner, reproduce against the intended non-production environment, fix before release, and attach journey-level regression evidence.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-003
CBR-NB-004,NB-004,EXISTING_BUG_REPORT.csv,Sthapana — Family,Add-member form / backend,nomineeEligible not in UI; backend silently defaults TRUE,"Field exists in schema, absent from form; every member becomes nominee-eligible without user choice. Insurance nominee dropdown filters on this flag.",Add member (no nominee choice offered) -> GET /api/family,Explicit nominee-eligible Y/N choice (per PRD),nomineeEligible: true set silently,P2,P2,"Reproduced 2x (UI flow end-to-end: silent default -> nominee dropdown -> stored nomineeId, 11-07)",No duplicate identified in source,None assigned,NB-004,None stated,A - New user onboarding step 4 (Partial); C - Insurance and nominee step 1 (Partial); C - Insurance and nominee step 4 (Pass),Module-local impact; inspect dependency matrix for downstream consumers.,Live/source report correlated with repository architecture and database maps; exact root cause Needs WD Verification.,Confirmed,PRD-M01,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-004
CBR-NB-005,NB-005,EXISTING_BUG_REPORT.csv,Sthapana — Family,/foundation/family,No visible path to view/edit members after save,Post-save summary shows dependency stats but no member list; no edit/remove control found.,Save a member -> observe completion screen,Member list with edit/remove,Stats-only summary; member hidden,P3,P3,Draft — reproduce 2x,No duplicate identified in source,None assigned,NB-005,None stated,No direct DA journey reference,Module-local impact; inspect dependency matrix for downstream consumers.,Live/source report correlated with repository architecture and database maps; exact root cause Needs WD Verification.,Probable,PRD-M01,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-005
CBR-NB-006,NB-006,EXISTING_BUG_REPORT.csv,Navigation,/foundation/*,Wizard force-routing causes unexpected redirects,/foundation/profile redirects to current wizard step; multiple spontaneous navigations observed during passive inspection.,Navigate to /foundation/profile directly,Profile page opens,"Redirects to current step (e.g., education)",P3,P3,Draft — reproduce 2x,No duplicate identified in source,None assigned,NB-006,None stated,No direct DA journey reference,Module-local impact; inspect dependency matrix for downstream consumers.,Live/source report correlated with repository architecture and database maps; exact root cause Needs WD Verification.,Probable,Needs PM mapping,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-006
CBR-NB-007,NB-007,EXISTING_BUG_REPORT.csv,Dashboard,/rajya,Icon-only buttons lack accessible names (17 of 20),Most dashboard buttons expose no accessible name; unusable via screen readers.,Inspect accessibility tree of /rajya,All buttons named,17/20 buttons unnamed,P3,P3,Draft — reproduce 2x,No duplicate identified in source,None assigned,NB-007,None stated,No direct DA journey reference,Module-local impact; inspect dependency matrix for downstream consumers.,Live/source report correlated with repository architecture and database maps; exact root cause Needs WD Verification.,Probable,PRD-M17,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-007
CBR-NB-008,NB-008,EXISTING_BUG_REPORT.csv,Dashboard / Alerts,/rajya sidebar + module pages,Stale alert: 'No family members registered' persists after member exists,Recent Alerts still shows 'Your Family Tree is currently empty' while the DB holds a member (1/5 in sync) and the same member appears as a Covered Member chip on the insurance form — one screenshot contradicts itself.,Add a family member -> observe Recent Alerts on any page,Alert clears once condition is resolved,Alert persists indefinitely,P3,P3,"Reproduced 2x (stale alert persists 2d in full notifications feed while member exists and is policy-covered, 11-07)",No duplicate identified in source,None assigned,NB-008,None stated,No direct DA journey reference,Module-local impact; inspect dependency matrix for downstream consumers.,Live/source report correlated with repository architecture and database maps; exact root cause Needs WD Verification.,Confirmed,PRD-M01,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-008
CBR-NB-009,NB-009,EXISTING_BUG_REPORT.csv,Onboarding / Profile,/onboarding/contact-info -> /api/profile,Entered mobile number silently discarded when using Skip Verification,"User typed a mobile on the contact-info step; OTP send fails (NB-001) so Skip Verification is the only path; after onboarding, /api/profile shows mobile/primaryMobile/secondaryMobile all null. The persistent Profile-incomplete alert is a downstream symptom.",Enter mobile -> Send OTP fails -> Skip Verification -> GET /api/profile,Mobile stored (unverified flag acceptable),All mobile fields null; no warning shown,P2,P2,Draft — reproduce 2x,Duplicate/related cluster member,SILENT-FIELD-LOSS,NB-002,NB-001; pattern with NB-002 and Bug 28 (silent field loss),A - New user onboarding step 3 (Partial); A - New user onboarding step 7 (Partial),Module-local impact; inspect dependency matrix for downstream consumers.,Contact-info skip path and /api/profile write payload require regression coverage for primaryMobile persistence.,Probable,PRD-M01; security/auth is implicit and partly outside concise PRD,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-009
CBR-NB-010,NB-010,EXISTING_BUG_REPORT.csv,Raksha + Uttaradhikar,/succession/nominees,Nominee saved on policy not reflected in Succession Nominee Matrix,"Policy TEST-POL-1234 has nomineeId stored (API-verified, Test Spouse One) yet the Nominee Mapping Matrix shows the same policy as Insurance missing nominee, Mapped 0/Unmapped 1, no mappings. Two disconnected nominee systems; succession registry contradicts insurance data.",Save policy with nominee in Raksha -> open /succession/nominees,Policy shows nominee mapped (or auto-synced mapping),Flagged missing nominee; unmapped,P2,P2,Reproduced 1x — verify once more after next policy,Canonical,NOMINEE-WILL-DIVERGENCE,NB-010,GAP-013 duplication; NB-004 family,C - Insurance and nominee step 5 (Fail),Module-local impact; inspect dependency matrix for downstream consumers.,insurance_policies.nomineeId and succession_nominees/nominee_mapping are parallel soft/split paths without synchronization constraints.,Strong Evidence,PRD-M08,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-010
CBR-NB-011,NB-011,EXISTING_BUG_REPORT.csv,Kosh (Income),/kosh/add multi-step flow,Premature success screen; Skip-for-now after it silently discards all entered income data,Mid-flow screen shows TREASURY UPDATED / Income source saved with green check BEFORE any record exists (API empty at that point; record created only at final Save Details 9 min later; lastReviewedAt precedes createdAt). Skip for now after the success screen loses gross/deductions/net silently.,Enter income type+amounts -> reach saved screen -> click Skip for now -> GET /api/income,Either commit at that point or do not claim saved; Skip must warn about unsaved data,"Success claimed, nothing persisted until later step; skip discards data",P2,P2,Reproduced 1x — flow re-run for 2x when convenient,Duplicate/related cluster member,SILENT-FIELD-LOSS,NB-002,"Silent-loss family (NB-002/009, Bug 28); false-confirmation flavour",B - Income and expenses step 1 (Pass),Module-local impact; inspect dependency matrix for downstream consumers.,Configured /kosh/sources/add writes browser IncomeStore while /api/income is a separate database path.,Strong Evidence,PRD-M04,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-011
CBR-NB-012,NB-012,EXISTING_BUG_REPORT.csv,Vyaya (Expenses),/vyaya expense list,Expenses cannot be edited — no edit affordance anywhere,Journey step Edit expense (task-doc Journey B5) cannot be executed; tester found no edit control on expense entries. Also blocks user correction of Bug 28 frequency loss.,Add expense -> attempt to edit it from list/detail,Edit affordance exists,None found,P2,P2,Reproduced 1x — second look for hidden edit path advised,Related pattern/source reference,None assigned,NB-012,Bug 28 (compounds),B - Income and expenses step 5 (Fail),Module-local impact; inspect dependency matrix for downstream consumers.,Live/source report correlated with repository architecture and database maps; exact root cause Needs WD Verification.,Strong Evidence,PRD-M05,"Confirm ownership, reproduce with dummy data, implement the smallest evidence-backed fix, and add focused regression coverage.",audit-input/03-bug-and-evidence/EXISTING_BUG_REPORT.csv; NB-012
