Raw Source Row ID,Source Name,Source File / Sheet,Owner Team,Source Row / Evidence ID,Source Bug ID,Module,Screen / Route,Title,Description / Finding,Raw Severity / Priority,Raw Status,Evidence Reference,Triage Outcome,Triage Reason,Include In Master,Master Candidate ID,Duplicate Candidate
RAW-0101,P0/P1 bug report draft,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,QA/AI,9,NB-017,Authentication,/pravah,/pravah returns 404 — route regression vs 10-07 verified-working list,"While logged in, navigate to https://svarajya.vercel.app/pravah | /pravah returns the app 404 page ('Page Not Found'). This route was on the verified working-routes list from the 10-07 sessions, so it is a regression. Bank module (Pravah = PRD M6) is unreachable via its known route.",P1,"Reproduced 2x (404 both loads, 12-07). CONTROL PASSED: /kosh and /foundation both redirect to /start?redirectTo=... (normal auth gate, HTTP-level not a 404) while logged out-state was equal — so the 404 is specific to /pravah, not a session/redirect artifact. Bank data entry & cash-flow journey blocked at the route. Recommend confirming the current correct route in code (possible rename) and restoring or redirecting /pravah.",,Duplicate/supporting source,P0/P1 draft is a severity handoff source; rows are retained and linked to parent master bugs.,Yes,BUG-AUTH-009,BUG-AUTH-009
RAW-0102,P0/P1 bug report draft,audit-input/03-bug-and-evidence/P0_P1_BUG_REPORT_DRAFT.csv,QA/AI,10,NB-018,Authentication,/reset-password,Password-reset redirect_to is ignored; user is sent to production Site URL root instead of /reset-password (Set-New-Password screen never reached),"Trigger a password reset for any account and open the emailed link; observe the landing URL | The emailed recovery link carries redirect_to=https://svarajya.vercel.app/reset-password, but Supabase redirects to the project Site URL root https://www.svarajya.com/#access_token=[redacted]&type=recovery instead. The /reset-password page is never loaded, so a user following the email link has no screen on which to set a new password. Root cause is a Supabase Auth config mismatch: svarajya.vercel.app/reset-password is not in the Redirect-URLs allow-list, so Supabase falls back to the Site URL. Also surfaces a two-deployment setup (staging svarajya.vercel.app vs production www.svarajya.com) that the reset flow crosses.",P1,"Status: CONFIRMED, reproduced 2x (12-07). This is the effective root defect behind the Bug 2 report — email-based password reset is non-functional end-to-end (no reset screen reachable, no workaround) = P1. Clean run detail: Supabase Site URL = https://www.svarajya.com (a marketing site) and svarajya.vercel.app/reset-password is not in the Redirect-URLs allow-list, so Supabase falls back to Site URL root. Also confirms a two-deployment setup (staging svarajya.vercel.app vs production www.svarajya.com marketing) that the reset flow crosses. Minor security-hygiene note: a valid bearer JWT is briefly exposed in the URL fragment. Fix = add the correct reset URL to the Supabase Redirect-URLs allow-list AND align Site URL + the app's reset-link generation to one canonical domain that actually renders /reset-password. Do NOT change Supabase settings directly (ground rule 4) — route via Jira.",,Duplicate/supporting source,P0/P1 draft is a severity handoff source; rows are retained and linked to parent master bugs.,Yes,BUG-AUTH-002,BUG-AUTH-002
RAW-0103,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,2,DA10-007,Sthapana / Foundation,Needs WD Verification,Sthapana - Family to Sthapana - Qualification: Deletion and unlinking lifecycle,"Family member with an associated qualification deleted | Deleting the family member should remove the linked qualification or place it in a clearly defined unassigned state. | The family member was deleted, but the associated qualification remained available. | A qualification may remain visible without a clear family-member owner.",P2,No,Evidence folder: https://drive.google.com/drive/folders/1E8MdrtREzzU7c_XYLfj8cehN50Liq3Ik,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-PROFILE-015,BUG-PROFILE-015
RAW-0104,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,3,DA10-006,Vyaya / Expenses,Needs WD Verification,Vyaya - Expenses to Reminders: Reminder-related connections,"Future-dated recurring expense of Rs. 9,999 for July 27, 2027 entered | The application should accept a valid future-dated recurring expense and create the corresponding upcoming reminder. | The application blocked the future date with an error, so the expense-to-reminder connection could not occur. The dependency test recorded this result twice. | Users cannot schedule a future recurring expense and may not receive the expected upcoming reminder.",P1,No,Cross-Module evidence: https://drive.google.com/file/d/1qktNvbUx8Ni2RPUDMopt6Wa-X16bYAOD/view?usp=sharing,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-EXPENSE-006,BUG-EXPENSE-006
RAW-0105,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,4,DA10-001,Onboarding,Needs WD Verification,Sthapana - Family to Raksha - Insurance: Family-related connections,"Family member added or family name or date of birth updated | The family member should be selectable in the Covered Person control, and later family updates should appear in the linked Insurance view. | Dependency row 7 recorded that the Covered Person dropdown did not render in two attempts. Other dependency rows recorded successful Insurance updates for a changed name, changed date of birth, and an emoji-containing name. | Users may be unable to select a covered family member consistently when creating a policy, even though later updates can appear correctly in other tests.",P1,Partly,Cross-Module evidence: https://drive.google.com/file/d/1dd_ee2-i84w-YqnnXmN7W8RGMMcPN4gZ/view?usp=drive_link | Evidence folder: https://drive.google.com/drive/folders/1E8MdrtREzzU7c_XYLfj8cehN50Liq3Ik | Evidence folder: https://drive.google.com/drive/folders/1A8JOsapnj954EKJApEH6eKGFyeuWD-0A,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-ONBOARD-001,BUG-ONBOARD-001
RAW-0106,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,5,DA10-004A,Vyaya / Expenses,Needs WD Verification,Leakage - Subscriptions to Vyaya - Expenses: Subscription-related connections,"Subscription added or billing frequency set to yearly | A saved subscription should appear in Vyaya as a recurring expense using the selected billing frequency. | Dependency row 12 recorded that the Subscriptions module loaded but had no Save or Submit control, so the record could not be added. Dependency row 37 and the User Journey subscription tests later recorded yearly recurring-expense behaviour working when records could be managed. | A user may be unable to add a subscription, so the corresponding recurring expense may not appear in Vyaya.",P2,Partly,Cross-Module evidence: https://drive.google.com/file/d/1Xyg7eXPv4jD5ijrlLD1o4gxFaWMZK9lB/view?usp=drive_link | Evidence folder: https://drive.google.com/drive/folders/18HshI1Hreb71VkTNDbpTZ8-oaeDtus4i,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-EXPENSE-007,BUG-EXPENSE-007
RAW-0107,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,6,DA10-004B,Authentication,Needs WD Verification,Leakage - Subscriptions to Reminders: Subscription-related connections,"Subscription billing date, cost, status, or record lifecycle changed | A saved billing date should create a payment reminder, edits should update it, and cancellation or deletion should remove future reminders. | The missing Save or Submit control in dependency row 12 blocked subscription creation in one test. Other dependency tests recorded reminder creation, amount updates, and reminder removal after deletion or cancellation. | Users may miss a payment reminder or retain an outdated reminder when subscription creation is unavailable in their session.",P1,Partly,Cross-Module evidence: https://drive.google.com/file/d/1Xyg7eXPv4jD5ijrlLD1o4gxFaWMZK9lB/view?usp=drive_link | Evidence folder: https://drive.google.com/drive/folders/18HshI1Hreb71VkTNDbpTZ8-oaeDtus4i,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-AUTH-010,BUG-AUTH-010
RAW-0108,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,7,DA10-008,Onboarding,Needs WD Verification,Pehchaan Vault - Identity Documents to Niddhi Vault - Documents: Document-related connections,"Saved identity document selected for deletion | The permitted deletion location should be clear, and deleting the document should update all linked identity and document-vault views. | No delete option was available inside Pehchaan. The confirmed Bug Verification record states that deletion was available only through the X icon in Niddhi Vault's general file list. | Users may not know where to delete an identity document and may leave an unwanted document in place.",P2,Partly,Evidence folder: https://drive.google.com/drive/folders/15klJ7BbcIUacWh_77-48iSJ90lxEub5D | Evidence folder: https://drive.google.com/drive/folders/1D2pJlHZ6Ok2qHfqS40m_h4LDzz00S0t_?usp=sharing,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-ONBOARD-002,BUG-ONBOARD-002
RAW-0109,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,8,DA10-009A,Sthapana / Foundation,Needs WD Verification,Sthapana - Family to Mitra - Nominee: Deletion and unlinking lifecycle,Family member used in the nominee list deleted | The deleted family member should be removed from the available nominee list and should not remain as a stale visible reference. | The name disappeared from the nominee list UI. The source requested technical confirmation of the lasting deletion or unlinking behaviour. | A stale nominee reference could remain or reappear even though the current UI no longer shows the deleted name.,P2,Needs WD Confirmation,Evidence missing - follow-up required,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-PROFILE-016,BUG-PROFILE-016
RAW-0110,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,9,DA10-009B,Rin / Loans,Needs WD Verification,Bhoomi - Property to Rin - Loans: Deletion and unlinking lifecycle,Property linked as loan collateral deleted | The property link should be removed safely while the loan record remains available. | The Loan Details view changed the collateral value to None without deleting the loan. The source requested confirmation of the lasting unlinking behaviour. | A deleted property could remain linked or reappear in a loan record after the visible UI has updated.,P2,Needs WD Confirmation,Evidence folder: https://drive.google.com/drive/folders/1Q3CraAUq1MRGFRH-uX6wQPWZO-2PWSZC,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-LOAN-006,BUG-LOAN-006
RAW-0111,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,10,DA10-009C,Vyaya / Expenses,Needs WD Verification,Pravah - Bank Accounts to Vyaya - Expenses: Deletion and unlinking lifecycle,Bank account used as an expense payment account deleted | The deleted bank account should be removed from the expense record and the payment account should change to a safe empty value. | The expense UI removed the bank name and changed Paid From Account to None. The source requested confirmation of the lasting unlinking behaviour. | An expense could retain or later display a stale payment-account reference after the bank account is deleted.,P2,Needs WD Confirmation,Evidence folder: https://drive.google.com/drive/folders/1aBgDi9Lx5q5_Bj1QeM1AKwkh6OSmJtb3,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-EXPENSE-008,BUG-EXPENSE-008
RAW-0112,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,11,DA10-010A,Authentication,Needs WD Verification,Raksha - Insurance to Reminders: Deletion and unlinking lifecycle,Insurance policy deleted | Renewal reminders associated with the deleted policy should be removed and should not return after refresh or re-login. | The linked reminders disappeared immediately from the Reminders list. The dependency source requested confirmation of the lasting cleanup behaviour. | A stale renewal reminder could reappear for a policy that the user has already deleted.,P2,Needs WD Confirmation,Evidence folder: https://drive.google.com/drive/folders/1A8JOsapnj954EKJApEH6eKGFyeuWD-0A,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-AUTH-011,BUG-AUTH-011
RAW-0113,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,12,DA10-010B,Raksha / Insurance,Needs WD Verification,Raksha - Insurance to Niddhi Vault - Documents: Deletion and unlinking lifecycle,Insurance policy with a linked PDF deleted | The policy PDF should remain available in Niddhi Vault and should display an Unlinked status after policy deletion. | The document remained visible in the Document Vault and its status changed to Unlinked. The dependency source requested confirmation of lasting document availability. | A user may later be unable to find a policy document that appeared available immediately after the policy was deleted.,P2,Needs WD Confirmation,Evidence folder: https://drive.google.com/drive/folders/1A8JOsapnj954EKJApEH6eKGFyeuWD-0A | Evidence folder: https://drive.google.com/drive/folders/18ugMGXhe8AgktLa_qsOWhqpfoMKJ3o3A,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-INSURANCE-003,BUG-INSURANCE-003
RAW-0114,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,13,DA10-010C,Vyaya / Expenses,Needs WD Verification,Leakage - Subscriptions to Reminders: Deletion and unlinking lifecycle,Subscription cancelled or deleted | Future payment reminders for the cancelled or deleted subscription should be removed and should not return. | Dependency tests recorded the reminder clearing after deletion and future reminders disappearing after status changed to CANCELLED. The cancellation test requested confirmation of lasting cleanup. | A stale payment reminder could reappear for a subscription the user has cancelled or deleted.,P2,Needs WD Confirmation,Evidence folder: https://drive.google.com/drive/folders/18HshI1Hreb71VkTNDbpTZ8-oaeDtus4i,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-EXPENSE-009,BUG-EXPENSE-009
RAW-0115,DA suspected missing connections,audit-input/02-existing-team-outputs/DA_SUSPECTED_MISSING_CONNECTIONS.csv,DA,14,DA10-005,Kunji / Credentials,Needs WD Verification,Kunji Vault - Credentials to Dashboard: Credential-related connections,"Portal or credential record added or deleted | Adding a portal should positively affect the Dashboard Health Score, and deleting a portal should update the relevant Dashboard total or score according to a defined rule. | Dependency row 15 recorded that the Add Portal button was unresponsive in two attempts, so the Health Score effect could not be tested. The User Journey later recorded portal creation and deletion working and stated that a Dashboard total updated after deletion, but the specific Health Score rule was not verified. | The Dashboard may not communicate credential coverage consistently, and users may be unable to verify how portal changes affect the score.",P2,Needs WD Confirmation,Cross-Module evidence: https://drive.google.com/file/d/1aIDSJ_fHQWm2wqSUzwsgDcOjogV9BNNa/view?usp=drive_link | Evidence folder: https://drive.google.com/drive/folders/1Zs2gbEVc612ZYZqd4JC33ShQSQXTyoTS,Valid bug,Dependency issue retained; connection ownership needs WD confirmation.,Yes,BUG-CREDENTIAL-003,BUG-CREDENTIAL-003
RAW-0116,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,2,DA09-001,Authentication,/profile,Occupation / phase display; YOUR CURRENT PHASE mapping unclear,"Multiple possible database matches | No database column named phase was identified. The display may relate to users occupation/profile data, rank fields, or a value derived from date of birth, but the source is not confirmed. | Confirm the exact source and logic for the phase display, including whether it is stored or computed and which table/field is authoritative. | Possible DB: users; rajya_scores; gamification_state occupationType or profileType; rank; Not found",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-AUTH-012,BUG-AUTH-012
RAW-0117,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,3,DA09-002,Sthapana / Foundation,Needs WD Verification,Profile photo circle mapping unclear,"No database match found | No photo or avatar field was identified in the inventoried tables. | Confirm whether the profile photo is persisted, where it is stored, and which database reference links it to the user. | Possible DB: Not found Not found",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-PROFILE-017,BUG-PROFILE-017
RAW-0118,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,4,DA09-003,Sthapana / Foundation,/table,Primary income source mapping unclear,"Technical mapping unclear | The frontend asks for an income source, while the candidate database field records occupation type; these concepts are not necessarily equivalent. | Confirm whether Primary income source writes to users.occupationType or to another field/table. | Possible DB: users occupationType",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-PROFILE-018,BUG-PROFILE-018
RAW-0119,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,5,DA09-004,Authentication,/write,MOBILE NUMBER; EMAIL mapping unclear,"Multiple possible database matches | Two candidate fields exist for each frontend contact value, and the read/write field is not identified. | Confirm which user field is authoritative for mobile number and which is authoritative for email, including whether the alternate fields serve a different purpose. | Possible DB: users phone or primaryMobile; email or primaryEmail",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-AUTH-013,BUG-AUTH-013
RAW-0120,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,6,DA09-005,Sthapana / Foundation,Needs WD Verification,Enable WhatsApp reminders mapping unclear,"Technical mapping unclear | Channel fields exist on notification tables, but no user-level WhatsApp preference field was identified. | Confirm whether this toggle is persisted per user, where it is stored, or whether it only affects channel selection during notification delivery. | Possible DB: notifications; notification_templates channel",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-PROFILE-019,BUG-PROFILE-019
RAW-0121,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,7,DA09-006,Onboarding,Needs WD Verification,Janma Tithi (DOB); Relationship mapping unclear,"Different naming | The frontend labels differ from the candidate database field names, although the concepts appear aligned. | Confirm that Janma Tithi (DOB) maps to family_members.dob and Relationship maps to family_members.relation, with no separate fields used. | Possible DB: family_members dob; relation",Medium,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-ONBOARD-003,BUG-ONBOARD-003
RAW-0122,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,8,DA09-007,Sthapana / Foundation,Needs WD Verification,Rajya Access Level mapping unclear,"Technical mapping unclear | family_members.accessLevel is the closest match, but a separate module_access_permissions table also exists for access control. | Confirm that this family-member frontend field maps only to family_members.accessLevel and is not sourced from or written to module_access_permissions. | Possible DB: family_members; module_access_permissions accessLevel; module permission fields not specified",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-PROFILE-020,BUG-PROFILE-020
RAW-0123,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,9,DA09-008,Sthapana / Foundation,Needs WD Verification,Certificate belongs to mapping unclear,Different naming | The frontend person selector appears to correspond to a family member reference rather than a similarly named database field. | Confirm that Certificate belongs to stores the selected person in education.familyMemberId. | Possible DB: education familyMemberId,Medium,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-PROFILE-021,BUG-PROFILE-021
RAW-0124,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,10,DA09-009,Sthapana / Foundation,Needs WD Verification,Institution / University; Year mapping unclear,Different naming | The frontend labels use broader or shorter wording than the candidate database fields. | Confirm that Institution / University maps to education.institute and Year maps to education.yearCompleted. | Possible DB: education institute; yearCompleted,Medium,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-PROFILE-022,BUG-PROFILE-022
RAW-0125,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,11,DA09-010,Sthapana / Foundation,/No,Education Loan? mapping unclear,"Technical mapping unclear | The frontend is a Yes/No control, while linkedLoanId stores a loan reference rather than a boolean value. | Confirm how the Yes/No control is represented, when linkedLoanId is populated, and whether any separate boolean field exists. | Possible DB: education linkedLoanId",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-PROFILE-023,BUG-PROFILE-023
RAW-0126,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,12,DA09-011,Pehchaan / Identity Vault,/write,Document Number mapping unclear,"Multiple possible database matches | Both masked and full document-number fields exist, and the frontend read/write mapping is not identified. | Confirm which field receives user input, which field is displayed, and how masking is applied. | Possible DB: identity_records numberMasked or numberFull",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-IDENTITY-001,BUG-IDENTITY-001
RAW-0127,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,13,DA09-012,Pehchaan / Identity Vault,Needs WD Verification,Issue Date mapping unclear,Different naming | The frontend and database use different labels for the same apparent date value. | Confirm that Issue Date maps to identity_records.issuedDate. | Possible DB: identity_records issuedDate,Medium,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-IDENTITY-002,BUG-IDENTITY-002
RAW-0128,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,14,DA09-013,Authentication,Needs WD Verification,Document belongs to; Upload document; Loan document belongs to mapping unclear,"Multiple possible database matches | Module-specific tables contain document references, while document_meta contains explicit ownership links. The authoritative location for file metadata and document ownership is not confirmed across these modules. | Confirm, for each module, which table stores the uploaded file reference, which table stores the selected owner, and whether document_meta or the module-specific table is authoritative. | Possible DB: identity_records; insurance_policies; loan_accounts; document_meta familyMemberId or userId; vaultFileId; documentId; linkedPersonId or linkedFamilyMemberId",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-AUTH-014,BUG-AUTH-014
RAW-0129,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,15,DA09-014,Kunji / Credentials,Needs WD Verification,Category; Platform Name; Website URL mapping unclear,"Different naming | The frontend labels differ from the corresponding portal-oriented database field names. | Confirm the three mappings: Category to portalType, Platform Name to portalName, and Website URL to portalUrl. | Possible DB: credential_records portalType; portalName; portalUrl",Medium,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-CREDENTIAL-004,BUG-CREDENTIAL-004
RAW-0130,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,16,DA09-015,Kunji / Credentials,Needs WD Verification,App Link mapping unclear,"No database match found | No separate App Link field was identified in credential_records; portalUrl is the only related URL field noted. | Confirm whether App Link shares credential_records.portalUrl, is stored elsewhere, or is not persisted. | Possible DB: Not found Not found",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-CREDENTIAL-005,BUG-CREDENTIAL-005
RAW-0131,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,17,DA09-016,Rin / Loans,Needs WD Verification,Premium Amount; Next Due Date; Primary Nominee mapping unclear,"Different naming | The frontend labels differ from the corresponding database field names. | Confirm the mappings to insurance_policies.premium, dueDate, and nomineeId. | Possible DB: insurance_policies premium; dueDate; nomineeId",Medium,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-LOAN-007,BUG-LOAN-007
RAW-0132,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,18,DA09-017,Raksha / Insurance,Needs WD Verification,Covered Members mapping unclear,"Technical mapping unclear | The frontend field is on the policy flow, but the candidate data is stored in a separate insurance_coverage table rather than insurance_policies. | Confirm that covered-member selections are stored in insurance_coverage.memberId and explain the policy-to-coverage relationship used by this screen. | Possible DB: insurance_coverage memberId",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-INSURANCE-004,BUG-INSURANCE-004
RAW-0133,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,19,DA09-018,Kosh / Income,Needs WD Verification,Source Name; Gross Income; Credited Bank Account mapping unclear,"Different naming | The frontend labels differ from the candidate database field names. | Confirm the mappings to income_streams.source, amountGross, and creditedAccountId. | Possible DB: income_streams source; amountGross; creditedAccountId",Medium,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-INCOME-003,BUG-INCOME-003
RAW-0134,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,20,DA09-019,Pravah / Banking,Needs WD Verification,Account Last 4 Digits; Balance As Of; Total physical cash mapping unclear,Different naming | The frontend labels differ from the corresponding database field names. | Confirm each listed frontend-to-database mapping. | Possible DB: bank_accounts; cash_wallets accountLast4; latestBalanceAsOf; cashInHand,Medium,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-BANK-005,BUG-BANK-005
RAW-0135,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,21,DA09-020,Pravah / Banking,Needs WD Verification,Joint Account Holder mapping unclear,"Technical mapping unclear | The frontend appears to capture a single holder, while the database field name suggests multiple holders or a collection. | Confirm the data type and structure of bank_accounts.holders and how the single frontend control maps to it. | Possible DB: bank_accounts holders",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-BANK-006,BUG-BANK-006
RAW-0136,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,22,DA09-021,Authentication,/portal,Linked Identity; Linked Portal mapping unclear,"No database match found | No direct bank_accounts field was identified for linking an identity record or a credential/portal record. identity_links is only a possible candidate for the identity link. | Confirm whether and where bank-account-to-identity and bank-account-to-portal relationships are stored, including the authoritative table and foreign-key fields. | Possible DB: bank_accounts; identity_links; Not found No direct field found; possible identity_links mapping",High,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-AUTH-015,BUG-AUTH-015
RAW-0137,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,23,DA09-022,Pravah / Banking,Needs WD Verification,Monthly EMI mapping unclear,Different naming | The frontend label differs from the abbreviated database field name. | Confirm that Monthly EMI maps to loan_accounts.emi. | Possible DB: loan_accounts emi,Medium,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-BANK-007,BUG-BANK-007
RAW-0138,DA unclear/conflicting fields,audit-input/02-existing-team-outputs/DA_UNCLEAR_AND_CONFLICTING_FIELDS.csv,DA,24,DA09-023,Vyaya / Expenses,/not,Search lender or type; Search ledger entries; Search by asset name or details mapping unclear,"UI field may be computed/not stored | These controls are described as search or filter inputs over existing records, with no storage field identified. | Confirm that these controls are UI-only and do not require database persistence. | Possible DB: Not found Not found",Low,Needs technical confirmation,Frontend vs Database Comparison,Code risk,All DA unclear-field findings triaged as code risk unless duplicate-table wording is present.,Yes,BUG-EXPENSE-010,BUG-EXPENSE-010
