Master Bug ID,Source Bug ID,Source File / Sheet,Source Row / Evidence ID,Module,Screen / Route,Bug Title,Bug Description,Bug Type,Severity,Priority Reason,Reproduction Status,Reproduction Steps,Expected Result,Actual Result,Evidence Available,Evidence Link / Evidence ID,Likely Page / Component File,Likely Hook / Store / Service File,Likely API Route,Likely Supabase Table,Likely DB Field,Related Modules,Dashboard Impact,Reminder Impact,Document Vault Impact,Auth / Security Impact,Data Loss Risk,Calculation Risk,Duplicate Status,Duplicate Of,Technical Confidence,AI Confidence Reason,Needs WD Verification,Suggested Jira Issue Type,Suggested Jira Title,Recommended Next Action,Assigned To,Status,Notes
BUG-PROPERTY-005,ISA1-98,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,3,Bhoomi / Property,Needs WD Verification,Emergency contact phone fields accept letters and invalid characters,"In the Emergency Protocol page, “Primary contact phone” and “Secondary contact phone” fields accept letters, special characters, and invalid inputs. *Acceptance criteria:* * Primary and secondary contact phone fields accept only 10‑digit numeric input. * Errors are shown when validation fails. * Records cannot be saved until contact numbers are valid.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"In the Emergency Protocol page, “Primary contact phone” and “Secondary contact phone” fields accept letters, special characters, and invalid inputs. *Acceptance criteria:* * Primary and secondary contact phone fields accept only 10‑digit numeric input. * Errors are shown when validation fails. * Records cannot be saved until contact numbers are valid.",Yes,Jira issue ISA1-98; parent ISA1-64,● Confirmed - bhoomi/add/page.tsx (add); bhoomi/[id]/edit/page.tsx (edit),● Confirmed - PUT /api/bhoomi/properties/{id},● Confirmed - POST /api/bhoomi/properties,● Confirmed - property_assets table,address,Rin; Mitra; Succession; Rajya,Possible,No,Possible,No,Low,No,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Bhoomi / Property] Emergency contact phone fields accept letters and invalid characters,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-PROPERTY-006,ISA1-97,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,4,Bhoomi / Property,Needs WD Verification,Executor contact field accepts more than 10 digits,"In the Will & Executor page, the “Executor Contact” field accepts phone numbers longer than 10 digits. *Acceptance criteria:* * Executor contact must be a valid 10‑digit phone number. * Error messages appear when validation fails. * Save is blocked if contact is invalid.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Cannot Reproduce,Use Jira issue description and reproduce with dummy account in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"In the Will & Executor page, the “Executor Contact” field accepts phone numbers longer than 10 digits. *Acceptance criteria:* * Executor contact must be a valid 10‑digit phone number. * Error messages appear when validation fails. * Save is blocked if contact is invalid.",Yes,Jira issue ISA1-97; parent ISA1-64,● Confirmed - bhoomi/add/page.tsx (add); bhoomi/[id]/edit/page.tsx (edit),● Confirmed - PUT /api/bhoomi/properties/{id},● Confirmed - POST /api/bhoomi/properties,● Confirmed - property_assets table,address,Rin; Mitra; Succession; Rajya,Possible,No,Possible,No,Low,No,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Bhoomi / Property] Executor contact field accepts more than 10 digits,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-CREDENTIAL-007,ISA1-96,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,5,Kunji / Credentials,/width,Bhoomi module header card length is inconsistent,"The Bhoomi module header card has a different length/width compared to other module cards. *Acceptance criteria:* * Bhoomi header card visually aligns with cards from modules like Kunji, Raksha, Rin. * Header card sizing is consistent across the app.",Unknown,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Expected behavior requires PM/WD confirmation.,"The Bhoomi module header card has a different length/width compared to other module cards. *Acceptance criteria:* * Bhoomi header card visually aligns with cards from modules like Kunji, Raksha, Rin. * Header card sizing is consistent across the app.",Yes,Jira issue ISA1-96; parent ISA1-64,● Confirmed - dwaar/portals/add/page.tsx (create); dwaar/portals/portal/[id]/page.tsx (combined detail+edit),● Confirmed - Same POST /api/credentials endpoint (upsert-style),● Confirmed - POST /api/credentials handles BOTH create and update (branches internally on presence of data.id) - no separate PUT route,● Confirmed - credential_records table,Not mapped,Foundation contacts; Rajya; continuity workflows,Possible,No,No,No,Low,No,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Kunji / Credentials] Bhoomi module header card length is inconsistent,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-PROPERTY-007,ISA1-95,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,6,Bhoomi / Property,/Update,Last Review/Update Date accepts future dates,"In the Will & Succession page, “Last Review/Update Date” accepts future dates. *Acceptance criteria:* * Last review date is limited to past or present. * Will review timelines remain accurate.",Edit/Update,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Edits should persist and update dependent modules consistently.,"In the Will & Succession page, “Last Review/Update Date” accepts future dates. *Acceptance criteria:* * Last review date is limited to past or present. * Will review timelines remain accurate.",Yes,Jira issue ISA1-95; parent ISA1-64,● Confirmed - bhoomi/add/page.tsx (add); bhoomi/[id]/edit/page.tsx (edit),● Confirmed - PUT /api/bhoomi/properties/{id},● Confirmed - POST /api/bhoomi/properties,● Confirmed - property_assets table,address,Rin; Mitra; Succession; Rajya,Possible,No,Possible,No,Low,No,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Bhoomi / Property] Last Review/Update Date accepts future dates,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-LOAN-008,ISA1-94,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,7,Rin / Loans,Needs WD Verification,Save button disabled without showing errors in DIN form,"In the DIN form, entering invalid values (e.g., DIN length, dates in wrong ranges) disables Save but shows no error messages. *Acceptance criteria:* * Users see explicit messages explaining what to fix in each field. * Save is enabled once all fields are valid. * No “silent failure” when validation fails.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"In the DIN form, entering invalid values (e.g., DIN length, dates in wrong ranges) disables Save but shows no error messages. *Acceptance criteria:* * Users see explicit messages explaining what to fix in each field. * Save is enabled once all fields are valid. * No “silent failure” when validation fails.",Yes,Jira issue ISA1-94; parent ISA1-63,src/app/(dashboard)/bhoomi/page.tsx,bhoomiService; NotificationStore; Vault,/api/bhoomi/properties; /api/bhoomi/properties/[id]; /api/loans,Prisma PropertyAsset; local Vault,type,Bhoomi; Foundation family; Khate; Rajya; education/property context,Possible,Possible,Possible,No,Low,No,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Rin / Loans] Save button disabled without showing errors in DIN form,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-LOAN-009,ISA1-93,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,8,Rin / Loans,Needs WD Verification,Next due date accepts past dates without validation (GST),"In GST, the “Next Due Date” field accepts past dates without any error. *Acceptance criteria:* * Next due date must be today or a future date. * GST filing reminders remain accurate.",Dashboard Calculation,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Expected behavior requires PM/WD confirmation.,"In GST, the “Next Due Date” field accepts past dates without any error. *Acceptance criteria:* * Next due date must be today or a future date. * GST filing reminders remain accurate.",Yes,Jira issue ISA1-93; parent ISA1-63,src/app/(dashboard)/bhoomi/page.tsx,bhoomiService; NotificationStore; Vault,/api/bhoomi/properties; /api/bhoomi/properties/[id]; /api/loans,Prisma PropertyAsset; local Vault,type,Bhoomi; Foundation family; Khate; Rajya; education/property context; Reminders,Yes,Possible,Possible,No,Low,Yes,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Rin / Loans] Next due date accepts past dates without validation (GST),Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-TAX-010,ISA1-92,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,9,Kar / Tax,Needs WD Verification,Validation errors for all fields appear when one field has error,"In the GST form, selecting a future “Last Filing Date” triggers validation errors for all required fields immediately, even before Save is clicked. *Acceptance criteria:* * Only fields with invalid values show error messages. * Errors appear on form submit or when the user leaves a field, not all at once.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"In the GST form, selecting a future “Last Filing Date” triggers validation errors for all required fields immediately, even before Save is clicked. *Acceptance criteria:* * Only fields with invalid values show error messages. * Errors appear on form submit or when the user leaves a field, not all at once.",Yes,Jira issue ISA1-92; parent ISA1-63,src/app/(dashboard)/kar/page.tsx,taxService; gstService; dinService; FileUploader,/api/kar/summary; /api/kar/insights; /api/kar/tax; /api/kar/gst; /api/kar/din; /api/tax/records; /api/gst/records; /api/din/records,Prisma TaxRecord/GstRecord/DinRecord; local Vault,assessmentYear,Foundation profile; Rajya; Doot; Foundation family; bank; insurance; property; investment; Succession; Rajya; Foundation family; Sampatti; Bhoomi; Beej; Raksha; Rajya readiness views,Possible,Possible,Possible,No,Low,No,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Kar / Tax] Validation errors for all fields appear when one field has error,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-AUTH-022,ISA1-91,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,10,Authentication,/download,Uploaded ITR document cannot be viewed – Google Drive file not found,Uploaded ITR documents cannot be viewed; Google Drive shows a file not found message. *Acceptance criteria:* * ITR documents upload successfully and are accessible. * View/download links open the correct file.,Document Upload,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,"Document should upload, link, display, and delete through the intended vault/storage flow.",Uploaded ITR documents cannot be viewed; Google Drive shows a file not found message. *Acceptance criteria:* * ITR documents upload successfully and are accessible. * View/download links open the correct file.,Yes,Jira issue ISA1-91; parent ISA1-63,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Document Vault,No,No,Yes,Yes,Possible,No,Parent Bug,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] Uploaded ITR document cannot be viewed – Google Drive file not found,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-TAX-011,ISA1-90,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,11,Kar / Tax,Needs WD Verification,Filing date future selection disables save button without error,"In ITR, when a future Filing Date is selected, the Save button is disabled but no error message is shown. *Acceptance criteria:* * Invalid future dates show a clear, inline error message. * Save button becomes enabled when date is valid. * No “silent” disabling without explanation.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"In ITR, when a future Filing Date is selected, the Save button is disabled but no error message is shown. *Acceptance criteria:* * Invalid future dates show a clear, inline error message. * Save button becomes enabled when date is valid. * No “silent” disabling without explanation.",Yes,Jira issue ISA1-90; parent ISA1-63,src/app/(dashboard)/kar/page.tsx,taxService; gstService; dinService; FileUploader,/api/kar/summary; /api/kar/insights; /api/kar/tax; /api/kar/gst; /api/kar/din; /api/tax/records; /api/gst/records; /api/din/records,Prisma TaxRecord/GstRecord/DinRecord; local Vault,assessmentYear,Foundation profile; Rajya; Doot; Foundation family; bank; insurance; property; investment; Succession; Rajya; Foundation family; Sampatti; Bhoomi; Beej; Raksha; Rajya readiness views,Possible,Possible,Possible,No,Low,No,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Kar / Tax] Filing date future selection disables save button without error,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-LOAN-010,ISA1-89,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,12,Rin / Loans,Needs WD Verification,Assessment year and financial year fields lack proper picker and validation,Assessment Year and Financial Year fields are plain text inputs requiring manual “YYYY-YY” entry with no picker and no format validation. *Acceptance criteria:* * Year selection is constrained to valid financial year options. * Format is enforced or validated as “YYYY-YY”. * Current financial year can be used as default.,Validation,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Invalid input should be blocked with clear field-level feedback.,Assessment Year and Financial Year fields are plain text inputs requiring manual “YYYY-YY” entry with no picker and no format validation. *Acceptance criteria:* * Year selection is constrained to valid financial year options. * Format is enforced or validated as “YYYY-YY”. * Current financial year can be used as default.,Yes,Jira issue ISA1-89; parent ISA1-63,src/app/(dashboard)/bhoomi/page.tsx,bhoomiService; NotificationStore; Vault,/api/bhoomi/properties; /api/bhoomi/properties/[id]; /api/loans,Prisma PropertyAsset; local Vault,type,Bhoomi; Foundation family; Khate; Rajya; education/property context,Possible,Possible,Possible,No,Low,No,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Rin / Loans] Assessment year and financial year fields lack proper picker and validation,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-EXPENSE-016,ISA1-88,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,13,Vyaya / Expenses,Needs WD Verification,Last used date accepts future dates and next renewal date accepts past dates,"For subscriptions, “Last Used Date” accepts future dates, and “Next Renewal Date” accepts past dates. *Acceptance criteria:* * Last Used Date cannot be set in the future. * Next Renewal Date cannot be set in the past. * Subscription tracking and renewal reminders are accurate. * (Optional) Alert logic can highlight dormant subscriptions (last used > 90 days) and upcoming renewals (within 7 days).",Dashboard Calculation,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Expected behavior requires PM/WD confirmation.,"For subscriptions, “Last Used Date” accepts future dates, and “Next Renewal Date” accepts past dates. *Acceptance criteria:* * Last Used Date cannot be set in the future. * Next Renewal Date cannot be set in the past. * Subscription tracking and renewal reminders are accurate. * (Optional) Alert logic can highlight dormant subscriptions (last used > 90 days) and upcoming renewals (within 7 days).",Yes,Jira issue ISA1-88; parent ISA1-62,src/app/(dashboard)/vyaya/entry/page.tsx,expenseService; expenseCategoryService; budgetService; ExpenseStore in two paths,/api/expenses; /api/expenses/[id]; /api/expense-categories; /api/budget; /api/subscriptions,Prisma ExpenseEntry/ExpenseCategory/BudgetPlan/Subscription; browser stores,date,Khate; Foundation family; Rajya; Suchak; Leakage; Vyaya; Khate; Rajya; Doot; Reminders,Yes,Possible,No,No,Low,Yes,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Vyaya / Expenses] Last used date accepts future dates and next renewal date accepts past dates,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-EXPENSE-017,ISA1-87,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,14,Vyaya / Expenses,/quarterly/annual,Recurring expense frequency not saving to database,"When an expense is marked as recurring with a frequency (monthly/quarterly/annual), the frequency value is not saved to the database. *Acceptance criteria:* * Frequency values for recurring expenses are correctly stored. * System can use frequency data to track or project future expenses.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"When an expense is marked as recurring with a frequency (monthly/quarterly/annual), the frequency value is not saved to the database. *Acceptance criteria:* * Frequency values for recurring expenses are correctly stored. * System can use frequency data to track or project future expenses.",Yes,Jira issue ISA1-87; parent ISA1-62,src/app/(dashboard)/vyaya/entry/page.tsx,expenseService; expenseCategoryService; budgetService; ExpenseStore in two paths,/api/expenses; /api/expenses/[id]; /api/expense-categories; /api/budget; /api/subscriptions,Prisma ExpenseEntry/ExpenseCategory/BudgetPlan/Subscription; browser stores,date,Khate; Foundation family; Rajya; Suchak; Leakage; Vyaya; Khate; Rajya; Doot,Possible,Possible,No,No,Low,Possible,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Vyaya / Expenses] Recurring expense frequency not saving to database,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-EXPENSE-018,ISA1-86,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,15,Vyaya / Expenses,Needs WD Verification,Expense date accepts future dates without validation,"When adding an expense, the date field accepts future dates. *Acceptance criteria:* * Expenses can only be recorded for past or present dates. * Future dates are blocked with a clear validation message. * Expense analytics are not distorted by future entries.",Validation,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Cannot Reproduce,Use Jira issue description and reproduce with dummy account in isolated environment.,Invalid input should be blocked with clear field-level feedback.,"When adding an expense, the date field accepts future dates. *Acceptance criteria:* * Expenses can only be recorded for past or present dates. * Future dates are blocked with a clear validation message. * Expense analytics are not distorted by future entries.",Yes,Jira issue ISA1-86; parent ISA1-62,src/app/(dashboard)/vyaya/entry/page.tsx,expenseService; expenseCategoryService; budgetService; ExpenseStore in two paths,/api/expenses; /api/expenses/[id]; /api/expense-categories; /api/budget; /api/subscriptions,Prisma ExpenseEntry/ExpenseCategory/BudgetPlan/Subscription; browser stores,date,Khate; Foundation family; Rajya; Suchak; Leakage; Vyaya; Khate; Rajya; Doot,Possible,Possible,No,No,Low,Possible,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Vyaya / Expenses] Expense date accepts future dates without validation,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-BANK-008,ISA1-85,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,16,Pravah / Banking,/edit,End date field missing in add/edit loan form,"When adding or editing a loan, there is no field for loan end date, but the view page shows an “End Date” field with “N/A”. *Acceptance criteria:* * Users can set or update the loan end date during creation or edit. * End date is stored and displayed correctly in the view page.",Edit/Update,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Edits should persist and update dependent modules consistently.,"When adding or editing a loan, there is no field for loan end date, but the view page shows an “End Date” field with “N/A”. *Acceptance criteria:* * Users can set or update the loan end date during creation or edit. * End date is stored and displayed correctly in the view page.",Yes,Jira issue ISA1-85; parent ISA1-61,src/app/(dashboard)/khate/accounts/page.tsx,bankService; bankApi; BankStore in src/lib and src/lib/stores,/api/bank; /api/bank/[id],Prisma BankAccount/CashWallet/BalanceHistory; browser stores,bankName,Kosh; Vyaya; Rajya; Suchak; Leakage,Possible,Possible,No,No,Low,Possible,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Pravah / Banking] End date field missing in add/edit loan form,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-AUTH-022,ISA1-84,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,17,Authentication,Needs WD Verification,Uploaded loan document cannot be viewed – Google Drive file not found,"When a user uploads a loan document and tries to view it, Google Drive returns “file does not exist”. *Acceptance criteria:* * Files are stored with valid IDs and correct URLs. * Users can view or download uploaded loan documents.",Document Upload,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,"Document should upload, link, display, and delete through the intended vault/storage flow.","When a user uploads a loan document and tries to view it, Google Drive returns “file does not exist”. *Acceptance criteria:* * Files are stored with valid IDs and correct URLs. * Users can view or download uploaded loan documents.",Yes,Jira issue ISA1-84; parent ISA1-61,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Document Vault,No,No,Yes,Yes,Possible,Possible,Possible Duplicate,BUG-AUTH-022,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] Uploaded loan document cannot be viewed – Google Drive file not found,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-BANK-009,ISA1-83,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,18,Pravah / Banking,Needs WD Verification,Document upload field missing in add loan form,"When adding a new loan, there is no option to upload documents, although the edit page supports document upload. *Acceptance criteria:* * Users can upload loan documents at creation time. * Documents are linked to the loan record and visible later.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"When adding a new loan, there is no option to upload documents, although the edit page supports document upload. *Acceptance criteria:* * Users can upload loan documents at creation time. * Documents are linked to the loan record and visible later.",Yes,Jira issue ISA1-83; parent ISA1-61,src/app/(dashboard)/khate/accounts/page.tsx,bankService; bankApi; BankStore in src/lib and src/lib/stores,/api/bank; /api/bank/[id],Prisma BankAccount/CashWallet/BalanceHistory; browser stores,bankName,Kosh; Vyaya; Rajya; Suchak; Leakage; Document Vault,Possible,Possible,No,No,Low,Possible,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Pravah / Banking] Document upload field missing in add loan form,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-BANK-010,ISA1-82,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,19,Pravah / Banking,Needs WD Verification,Start date accepts future dates without validation,"When adding a new loan, the start date field accepts future dates. *Acceptance criteria:* * The system blocks future start dates and shows a clear message. * EMIs and analytics are not based on invalid future start dates.",Dashboard Calculation,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Expected behavior requires PM/WD confirmation.,"When adding a new loan, the start date field accepts future dates. *Acceptance criteria:* * The system blocks future start dates and shows a clear message. * EMIs and analytics are not based on invalid future start dates.",Yes,Jira issue ISA1-82; parent ISA1-61,src/app/(dashboard)/khate/accounts/page.tsx,bankService; bankApi; BankStore in src/lib and src/lib/stores,/api/bank; /api/bank/[id],Prisma BankAccount/CashWallet/BalanceHistory; browser stores,bankName,Kosh; Vyaya; Rajya; Suchak; Leakage,Yes,Possible,No,No,Low,Yes,Unique,,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Pravah / Banking] Start date accepts future dates without validation,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-BANK-001,ISA1-81,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,20,Pravah / Banking,Needs WD Verification,Multiple bank accounts can be marked as primary,"When the user adds multiple bank accounts and marks each as primary, the system accepts more than one primary account. *Acceptance criteria:* * Only one bank account is allowed to be primary at any time. * Users see an error message when trying to mark a second primary account. * Data remains consistent regarding which account is primary.",Unknown,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Expected behavior requires PM/WD confirmation.,"When the user adds multiple bank accounts and marks each as primary, the system accepts more than one primary account. *Acceptance criteria:* * Only one bank account is allowed to be primary at any time. * Users see an error message when trying to mark a second primary account. * Data remains consistent regarding which account is primary.",Yes,Jira issue ISA1-81; parent ISA1-61,src/app/(dashboard)/khate/accounts/page.tsx,bankService; bankApi; BankStore in src/lib and src/lib/stores,/api/bank; /api/bank/[id],Prisma BankAccount/CashWallet/BalanceHistory; browser stores,bankName,Kosh; Vyaya; Rajya; Suchak; Leakage,Possible,Possible,No,No,Low,No,Possible Duplicate,BUG-BANK-001,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Pravah / Banking] Multiple bank accounts can be marked as primary,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
BUG-AUTH-022,ISA1-80,audit-input/06-additional-qa-ux-stress-evidence/Jira.csv,21,Authentication,/download,Uploaded insurance document cannot be viewed – Google Drive file not found,"When a user uploads an insurance document and tries to view it, Google Drive returns “file does not exist”. The reference is saved but the file is not accessible. *Acceptance criteria:* * File is actually stored in Google Drive and the ID is valid. * View/download URLs work for uploaded insurance documents. * Different file types and sizes are tested successfully.",Save/Create,P2,"Feature can work but may save, display, calculate, or connect data incorrectly.",Needs WD Verification,Use Jira issue description and reproduce with dummy account in isolated environment.,Record should save once to the authoritative persistence layer and be visible after refresh/re-login.,"When a user uploads an insurance document and tries to view it, Google Drive returns “file does not exist”. The reference is saved but the file is not accessible. *Acceptance criteria:* * File is actually stored in Google Drive and the ID is valid. * View/download URLs work for uploaded insurance documents. * Different file types and sizes are tested successfully.",Yes,Jira issue ISA1-80; parent ISA1-60,src/app/(dashboard)/foundation/page.tsx,userService; educationService; familyService; OnboardingStore,/api/profile; /api/education; /api/family,Prisma User/Education/FamilyMember; Supabase Auth metadata and profile-photos Storage; local Vault,Needs WD Verification,Document Vault,No,No,No,Yes,Low,No,Possible Duplicate,BUG-AUTH-022,Unconfirmed,"Source row/report exists, but current live reproduction, code proof, or WD verification is missing.",Yes,Bug,[Authentication] Uploaded insurance document cannot be viewed – Google Drive file not found,Merge with Existing Jira,Pending WD Assignment,Draft,"Triage: Valid bug. Jira export gives issue metadata, not attachment/comment evidence. No explicit Himanshu/Harsh verification evidence found."
