Requirement ID,Requirement / Feature,PRD Section,Expected Behaviour,Implementation Evidence,Route / Screen Evidence,File Evidence,Database Evidence,Status,Gap Description,Confidence,Technical Question,Recommended Next Action
PRD-M09-004,Education,MODULE 9: LOAN & LIABILITY MANAGEMENT (Rin Sabha) > 9.1 Loan Types,"The application should offer Education as a supported option and preserve that type through create, view, edit, and delete workflows.","RinDashboard, loan list/add/detail/edit pages, loanService, notificationService, and document upload implement loan CRUD and EMI views. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD but no reminder creation; DA10-009B requests confirmation of collateral unlinking after property deletion. Evidence authority remains source/database unless a live observation is explicitly stated.",/rin; /rin/loans; /rin/loans/add; /api/loans,src/app/(dashboard)/rin/page.tsx; src/app/(dashboard)/rin/loans/add/page.tsx; src/lib/services/loanService.ts; src/lib/services/notificationService.ts; src/lib/engines/calculationEngine.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,loan_accounts; document_meta; linkedPropertyId and paidFromAccountId are soft references; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,Core loan fields exist; optimization advice and soft cross-module links require verification.,Confirmed,Can WD/PM confirm that Education behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Education; then mark Verified if behavior matches the PRD.
PRD-M09-005,Business,MODULE 9: LOAN & LIABILITY MANAGEMENT (Rin Sabha) > 9.1 Loan Types,"The application should offer Business as a supported option and preserve that type through create, view, edit, and delete workflows.","RinDashboard, loan list/add/detail/edit pages, loanService, notificationService, and document upload implement loan CRUD and EMI views. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD but no reminder creation; DA10-009B requests confirmation of collateral unlinking after property deletion. Evidence authority remains source/database unless a live observation is explicitly stated.",/rin; /rin/loans; /rin/loans/add; /api/loans,src/app/(dashboard)/rin/page.tsx; src/app/(dashboard)/rin/loans/add/page.tsx; src/lib/services/loanService.ts; src/lib/services/notificationService.ts; src/lib/engines/calculationEngine.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,loan_accounts; document_meta; linkedPropertyId and paidFromAccountId are soft references; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,Core loan fields exist; optimization advice and soft cross-module links require verification.,Confirmed,Can WD/PM confirm that Business behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Business; then mark Verified if behavior matches the PRD.
PRD-M09-006,Credit Card,MODULE 9: LOAN & LIABILITY MANAGEMENT (Rin Sabha) > 9.1 Loan Types,"The application should offer Credit Card as a supported option and preserve that type through create, view, edit, and delete workflows.","RinDashboard, loan list/add/detail/edit pages, loanService, notificationService, and document upload implement loan CRUD and EMI views. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD but no reminder creation; DA10-009B requests confirmation of collateral unlinking after property deletion. Evidence authority remains source/database unless a live observation is explicitly stated.",/rin; /rin/loans; /rin/loans/add; /api/loans,src/app/(dashboard)/rin/page.tsx; src/app/(dashboard)/rin/loans/add/page.tsx; src/lib/services/loanService.ts; src/lib/services/notificationService.ts; src/lib/engines/calculationEngine.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,loan_accounts; document_meta; linkedPropertyId and paidFromAccountId are soft references; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,Core loan fields exist; optimization advice and soft cross-module links require verification.,Confirmed,Can WD/PM confirm that Credit Card behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Credit Card; then mark Verified if behavior matches the PRD.
PRD-M09-007,Bank,MODULE 9: LOAN & LIABILITY MANAGEMENT (Rin Sabha) > 9.2 Loan Details,"The application should capture or support bank, validate it, persist it to the authoritative store, and display it after save.","RinDashboard, loan list/add/detail/edit pages, loanService, notificationService, and document upload implement loan CRUD and EMI views. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD but no reminder creation; DA10-009B requests confirmation of collateral unlinking after property deletion. Evidence authority remains source/database unless a live observation is explicitly stated.",/rin; /rin/loans; /rin/loans/add; /api/loans,src/app/(dashboard)/rin/page.tsx; src/app/(dashboard)/rin/loans/add/page.tsx; src/lib/services/loanService.ts; src/lib/services/notificationService.ts; src/lib/engines/calculationEngine.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,loan_accounts; document_meta; linkedPropertyId and paidFromAccountId are soft references; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,Core loan fields exist; optimization advice and soft cross-module links require verification.,Confirmed,Can WD/PM confirm that Bank behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Bank; then mark Verified if behavior matches the PRD.
PRD-M09-008,Loan amount,MODULE 9: LOAN & LIABILITY MANAGEMENT (Rin Sabha) > 9.2 Loan Details,"The application should capture or support loan amount, validate it, persist it to the authoritative store, and display it after save.","RinDashboard, loan list/add/detail/edit pages, loanService, notificationService, and document upload implement loan CRUD and EMI views. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD but no reminder creation; DA10-009B requests confirmation of collateral unlinking after property deletion. Evidence authority remains source/database unless a live observation is explicitly stated.",/rin; /rin/loans; /rin/loans/add; /api/loans,src/app/(dashboard)/rin/page.tsx; src/app/(dashboard)/rin/loans/add/page.tsx; src/lib/services/loanService.ts; src/lib/services/notificationService.ts; src/lib/engines/calculationEngine.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,loan_accounts; document_meta; linkedPropertyId and paidFromAccountId are soft references; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,Core loan fields exist; optimization advice and soft cross-module links require verification.,Confirmed,Can WD/PM confirm that Loan amount behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Loan amount; then mark Verified if behavior matches the PRD.
PRD-M09-009,ROI,MODULE 9: LOAN & LIABILITY MANAGEMENT (Rin Sabha) > 9.2 Loan Details,The application should calculate or present roi from authoritative saved records with a defined refresh and ownership rule.,"RinDashboard, loan list/add/detail/edit pages, loanService, notificationService, and document upload implement loan CRUD and EMI views. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD but no reminder creation; DA10-009B requests confirmation of collateral unlinking after property deletion. Evidence authority remains source/database unless a live observation is explicitly stated.",/rin; /rin/loans; /rin/loans/add; /api/loans,src/app/(dashboard)/rin/page.tsx; src/app/(dashboard)/rin/loans/add/page.tsx; src/lib/services/loanService.ts; src/lib/services/notificationService.ts; src/lib/engines/calculationEngine.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,loan_accounts; document_meta; linkedPropertyId and paidFromAccountId are soft references; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,Core loan fields exist; optimization advice and soft cross-module links require verification.,Confirmed,Can WD/PM confirm that ROI behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for ROI; then mark Verified if behavior matches the PRD.
PRD-M09-010,Tenure,MODULE 9: LOAN & LIABILITY MANAGEMENT (Rin Sabha) > 9.2 Loan Details,"The application should capture or support tenure, validate it, persist it to the authoritative store, and display it after save.","RinDashboard, loan list/add/detail/edit pages, loanService, notificationService, and document upload implement loan CRUD and EMI views. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD but no reminder creation; DA10-009B requests confirmation of collateral unlinking after property deletion. Evidence authority remains source/database unless a live observation is explicitly stated.",/rin; /rin/loans; /rin/loans/add; /api/loans,src/app/(dashboard)/rin/page.tsx; src/app/(dashboard)/rin/loans/add/page.tsx; src/lib/services/loanService.ts; src/lib/services/notificationService.ts; src/lib/engines/calculationEngine.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,loan_accounts; document_meta; linkedPropertyId and paidFromAccountId are soft references; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,Core loan fields exist; optimization advice and soft cross-module links require verification.,Confirmed,Can WD/PM confirm that Tenure behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Tenure; then mark Verified if behavior matches the PRD.
PRD-M09-011,EMI,MODULE 9: LOAN & LIABILITY MANAGEMENT (Rin Sabha) > 9.2 Loan Details,"The application should capture or support emi, validate it, persist it to the authoritative store, and display it after save.","RinDashboard, loan list/add/detail/edit pages, loanService, notificationService, and document upload implement loan CRUD and EMI views. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD but no reminder creation; DA10-009B requests confirmation of collateral unlinking after property deletion. Evidence authority remains source/database unless a live observation is explicitly stated.",/rin; /rin/loans; /rin/loans/add; /api/loans,src/app/(dashboard)/rin/page.tsx; src/app/(dashboard)/rin/loans/add/page.tsx; src/lib/services/loanService.ts; src/lib/services/notificationService.ts; src/lib/engines/calculationEngine.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,loan_accounts; document_meta; linkedPropertyId and paidFromAccountId are soft references; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,Core loan fields exist; optimization advice and soft cross-module links require verification.,Confirmed,Can WD/PM confirm that EMI behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for EMI; then mark Verified if behavior matches the PRD.
PRD-M09-012,Outstanding,MODULE 9: LOAN & LIABILITY MANAGEMENT (Rin Sabha) > 9.2 Loan Details,"The application should capture or support outstanding, validate it, persist it to the authoritative store, and display it after save.","RinDashboard, loan list/add/detail/edit pages, loanService, notificationService, and document upload implement loan CRUD and EMI views. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD but no reminder creation; DA10-009B requests confirmation of collateral unlinking after property deletion. Evidence authority remains source/database unless a live observation is explicitly stated.",/rin; /rin/loans; /rin/loans/add; /api/loans,src/app/(dashboard)/rin/page.tsx; src/app/(dashboard)/rin/loans/add/page.tsx; src/lib/services/loanService.ts; src/lib/services/notificationService.ts; src/lib/engines/calculationEngine.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,loan_accounts; document_meta; linkedPropertyId and paidFromAccountId are soft references; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,Core loan fields exist; optimization advice and soft cross-module links require verification.,Confirmed,Can WD/PM confirm that Outstanding behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for Outstanding; then mark Verified if behavior matches the PRD.
PRD-M09-013,EMI burden %,MODULE 9: LOAN & LIABILITY MANAGEMENT (Rin Sabha) > 9.3 Loan Intelligence,The application should calculate or present emi burden % from authoritative saved records with a defined refresh and ownership rule.,"RinDashboard, loan list/add/detail/edit pages, loanService, notificationService, and document upload implement loan CRUD and EMI views. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD but no reminder creation; DA10-009B requests confirmation of collateral unlinking after property deletion. Evidence authority remains source/database unless a live observation is explicitly stated.",/rin; /rin/loans; /rin/loans/add; /api/loans,src/app/(dashboard)/rin/page.tsx; src/app/(dashboard)/rin/loans/add/page.tsx; src/lib/services/loanService.ts; src/lib/services/notificationService.ts; src/lib/engines/calculationEngine.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,loan_accounts; document_meta; linkedPropertyId and paidFromAccountId are soft references; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented,Debt-burden calculation and loan fields are present; confirm the displayed percentage uses the intended authoritative income and EMI sources.,Confirmed,Can WD/PM confirm that EMI burden % behaves in the live build exactly as the cited source path and identify its acceptance test?,Run and record a focused acceptance test for EMI burden %; then mark Verified if behavior matches the PRD.
PRD-M09-014,Prepayment advice,MODULE 9: LOAN & LIABILITY MANAGEMENT (Rin Sabha) > 9.3 Loan Intelligence,The application should calculate or present prepayment advice from authoritative saved records with a defined refresh and ownership rule.,"RinDashboard, loan list/add/detail/edit pages, loanService, notificationService, and document upload implement loan CRUD and EMI views. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD but no reminder creation; DA10-009B requests confirmation of collateral unlinking after property deletion. Evidence authority remains source/database unless a live observation is explicitly stated.",/rin; /rin/loans; /rin/loans/add; /api/loans,src/app/(dashboard)/rin/page.tsx; src/app/(dashboard)/rin/loans/add/page.tsx; src/lib/services/loanService.ts; src/lib/services/notificationService.ts; src/lib/engines/calculationEngine.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,loan_accounts; document_meta; linkedPropertyId and paidFromAccountId are soft references; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Partially Implemented,"Loan insight surfaces exist, but no evidence-backed prepayment recommendation algorithm with assumptions was found.",Strong Evidence,"Which implementation is authoritative for Prepayment advice, and how should WD resolve this mismatch: Loan insight surfaces exist, but no evidence-backed prepayment recommendation algorithm with assumptions was found.",WD to close the cited gap for Prepayment advice; PM/DA to verify the completed workflow end to end.
PRD-M10-001,Residential,MODULE 10: REAL ESTATE & PROPERTY MANAGEMENT (Bhumi Mandal) > 10.1 Property Types,"The application should offer Residential as a supported option and preserve that type through create, view, edit, and delete workflows.","BhoomiPage plus add/edit routes and bhoomiService implement property CRUD and yield calculations, while module config marks BHOOMI isImplemented=false. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; WD module map confirms the config/implementation mismatch. Evidence authority remains source/database unless a live observation is explicitly stated.",/bhoomi; /bhoomi/add; /bhoomi/[id]/edit; /api/bhoomi/properties,src/app/(dashboard)/bhoomi/page.tsx; src/app/(dashboard)/bhoomi/add/page.tsx; src/lib/services/bhoomiService.ts; src/config/modules.config.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,property_assets; linkedLoanId is a soft reference; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.,Confirmed,"Which implementation is authoritative for Residential, and how should WD resolve this mismatch: Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M10-002,Commercial,MODULE 10: REAL ESTATE & PROPERTY MANAGEMENT (Bhumi Mandal) > 10.1 Property Types,"The application should offer Commercial as a supported option and preserve that type through create, view, edit, and delete workflows.","BhoomiPage plus add/edit routes and bhoomiService implement property CRUD and yield calculations, while module config marks BHOOMI isImplemented=false. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; WD module map confirms the config/implementation mismatch. Evidence authority remains source/database unless a live observation is explicitly stated.",/bhoomi; /bhoomi/add; /bhoomi/[id]/edit; /api/bhoomi/properties,src/app/(dashboard)/bhoomi/page.tsx; src/app/(dashboard)/bhoomi/add/page.tsx; src/lib/services/bhoomiService.ts; src/config/modules.config.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,property_assets; linkedLoanId is a soft reference; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.,Confirmed,"Which implementation is authoritative for Commercial, and how should WD resolve this mismatch: Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M10-003,Land,MODULE 10: REAL ESTATE & PROPERTY MANAGEMENT (Bhumi Mandal) > 10.1 Property Types,"The application should offer Land as a supported option and preserve that type through create, view, edit, and delete workflows.","BhoomiPage plus add/edit routes and bhoomiService implement property CRUD and yield calculations, while module config marks BHOOMI isImplemented=false. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; WD module map confirms the config/implementation mismatch. Evidence authority remains source/database unless a live observation is explicitly stated.",/bhoomi; /bhoomi/add; /bhoomi/[id]/edit; /api/bhoomi/properties,src/app/(dashboard)/bhoomi/page.tsx; src/app/(dashboard)/bhoomi/add/page.tsx; src/lib/services/bhoomiService.ts; src/config/modules.config.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,property_assets; linkedLoanId is a soft reference; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.,Confirmed,"Which implementation is authoritative for Land, and how should WD resolve this mismatch: Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M10-004,Rental,MODULE 10: REAL ESTATE & PROPERTY MANAGEMENT (Bhumi Mandal) > 10.1 Property Types,"The application should offer Rental as a supported option and preserve that type through create, view, edit, and delete workflows.","BhoomiPage plus add/edit routes and bhoomiService implement property CRUD and yield calculations, while module config marks BHOOMI isImplemented=false. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; WD module map confirms the config/implementation mismatch. Evidence authority remains source/database unless a live observation is explicitly stated.",/bhoomi; /bhoomi/add; /bhoomi/[id]/edit; /api/bhoomi/properties,src/app/(dashboard)/bhoomi/page.tsx; src/app/(dashboard)/bhoomi/add/page.tsx; src/lib/services/bhoomiService.ts; src/config/modules.config.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,property_assets; linkedLoanId is a soft reference; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Not Implemented,"Bhoomi supports Residential, Commercial, Agricultural, and Land types; Rental is represented as income data, not a selectable property type.",Confirmed,"Is Rental still required for the current release boundary, and if so which WD owner and target milestone apply?","PM to confirm scope; if retained, WD should design and estimate Rental before implementation."
PRD-M10-005,Purchase date,MODULE 10: REAL ESTATE & PROPERTY MANAGEMENT (Bhumi Mandal) > 10.2 Property Data,"The application should capture or support purchase date, validate it, persist it to the authoritative store, and display it after save.","BhoomiPage plus add/edit routes and bhoomiService implement property CRUD and yield calculations, while module config marks BHOOMI isImplemented=false. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; WD module map confirms the config/implementation mismatch. Evidence authority remains source/database unless a live observation is explicitly stated.",/bhoomi; /bhoomi/add; /bhoomi/[id]/edit; /api/bhoomi/properties,src/app/(dashboard)/bhoomi/page.tsx; src/app/(dashboard)/bhoomi/add/page.tsx; src/lib/services/bhoomiService.ts; src/config/modules.config.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,property_assets; linkedLoanId is a soft reference; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.,Confirmed,"Which implementation is authoritative for Purchase date, and how should WD resolve this mismatch: Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M10-006,Purchase amount,MODULE 10: REAL ESTATE & PROPERTY MANAGEMENT (Bhumi Mandal) > 10.2 Property Data,"The application should capture or support purchase amount, validate it, persist it to the authoritative store, and display it after save.","BhoomiPage plus add/edit routes and bhoomiService implement property CRUD and yield calculations, while module config marks BHOOMI isImplemented=false. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; WD module map confirms the config/implementation mismatch. Evidence authority remains source/database unless a live observation is explicitly stated.",/bhoomi; /bhoomi/add; /bhoomi/[id]/edit; /api/bhoomi/properties,src/app/(dashboard)/bhoomi/page.tsx; src/app/(dashboard)/bhoomi/add/page.tsx; src/lib/services/bhoomiService.ts; src/config/modules.config.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,property_assets; linkedLoanId is a soft reference; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.,Confirmed,"Which implementation is authoritative for Purchase amount, and how should WD resolve this mismatch: Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M10-007,Own contribution,MODULE 10: REAL ESTATE & PROPERTY MANAGEMENT (Bhumi Mandal) > 10.2 Property Data,"The application should capture or support own contribution, validate it, persist it to the authoritative store, and display it after save.","BhoomiPage plus add/edit routes and bhoomiService implement property CRUD and yield calculations, while module config marks BHOOMI isImplemented=false. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; WD module map confirms the config/implementation mismatch. Evidence authority remains source/database unless a live observation is explicitly stated.",/bhoomi; /bhoomi/add; /bhoomi/[id]/edit; /api/bhoomi/properties,src/app/(dashboard)/bhoomi/page.tsx; src/app/(dashboard)/bhoomi/add/page.tsx; src/lib/services/bhoomiService.ts; src/config/modules.config.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,property_assets; linkedLoanId is a soft reference; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Not Implemented,"property_assets.ownContribution exists, but the Bhoomi add payload/form does not capture it.",Confirmed,"Is Own contribution still required for the current release boundary, and if so which WD owner and target milestone apply?","PM to confirm scope; if retained, WD should design and estimate Own contribution before implementation."
PRD-M10-008,Loan linked,MODULE 10: REAL ESTATE & PROPERTY MANAGEMENT (Bhumi Mandal) > 10.2 Property Data,"The application should capture or support loan linked, validate it, persist it to the authoritative store, and display it after save.","BhoomiPage plus add/edit routes and bhoomiService implement property CRUD and yield calculations, while module config marks BHOOMI isImplemented=false. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; WD module map confirms the config/implementation mismatch. Evidence authority remains source/database unless a live observation is explicitly stated.",/bhoomi; /bhoomi/add; /bhoomi/[id]/edit; /api/bhoomi/properties,src/app/(dashboard)/bhoomi/page.tsx; src/app/(dashboard)/bhoomi/add/page.tsx; src/lib/services/bhoomiService.ts; src/config/modules.config.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,property_assets; linkedLoanId is a soft reference; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.,Confirmed,"Which implementation is authoritative for Loan linked, and how should WD resolve this mismatch: Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M10-009,Rental income,MODULE 10: REAL ESTATE & PROPERTY MANAGEMENT (Bhumi Mandal) > 10.2 Property Data,The application should calculate or present rental income from authoritative saved records with a defined refresh and ownership rule.,"BhoomiPage plus add/edit routes and bhoomiService implement property CRUD and yield calculations, while module config marks BHOOMI isImplemented=false. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; WD module map confirms the config/implementation mismatch. Evidence authority remains source/database unless a live observation is explicitly stated.",/bhoomi; /bhoomi/add; /bhoomi/[id]/edit; /api/bhoomi/properties,src/app/(dashboard)/bhoomi/page.tsx; src/app/(dashboard)/bhoomi/add/page.tsx; src/lib/services/bhoomiService.ts; src/config/modules.config.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,property_assets; linkedLoanId is a soft reference; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Implemented Differently,Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.,Confirmed,"Which implementation is authoritative for Rental income, and how should WD resolve this mismatch: Functional CRUD exists despite a disabled module flag; some PRD financial/tax fields are absent from the form.","PM/WD to choose the authoritative behavior and persistence path, document the decision, and add regression coverage."
PRD-M10-010,Property tax,MODULE 10: REAL ESTATE & PROPERTY MANAGEMENT (Bhumi Mandal) > 10.3 ROI & Tax,The application should calculate or present property tax from authoritative saved records with a defined refresh and ownership rule.,"BhoomiPage plus add/edit routes and bhoomiService implement property CRUD and yield calculations, while module config marks BHOOMI isImplemented=false. Supporting team evidence: PM_MODULE_INVENTORY reports live CRUD; WD module map confirms the config/implementation mismatch. Evidence authority remains source/database unless a live observation is explicitly stated.",/bhoomi; /bhoomi/add; /bhoomi/[id]/edit; /api/bhoomi/properties,src/app/(dashboard)/bhoomi/page.tsx; src/app/(dashboard)/bhoomi/add/page.tsx; src/lib/services/bhoomiService.ts; src/config/modules.config.ts; audit-output/01-repository-and-architecture/MODULE_TO_FILE_MAP.csv; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv,property_assets; linkedLoanId is a soft reference; see audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv and MODULE_DEPENDENCY_MATRIX.csv,Not Implemented,"property_assets.propertyTax exists, but no property-tax input or calculation was found in the Bhoomi add/edit evidence.",Confirmed,"Is Property tax still required for the current release boundary, and if so which WD owner and target milestone apply?","PM to confirm scope; if retained, WD should design and estimate Property tax before implementation."
