Row ID,File Path,Component or Function Name,Module Name,Parent Module,Route Path,Route Type,Is Dynamic Route,HTTP Methods,File Type,Import Count,Export Count,Consuming Pages/Components,Store Links,Service Links,API Route Links,Prisma Schema Links,Supabase Table Links,CRUD Operation,Duplicate Implementation,Canonical Status,Confidence Level,Verification Status,Reviewer Name,Review Date,Evidence Reference,Risk Assessment,Action Required,Acceptance Vocabulary,Notes
MOD-MAP-0105,src/app/(dashboard)/pehchaan/mapping/add/page.tsx,LinkWizard,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/mapping/add/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/mapping/add/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0106,src/app/(dashboard)/pehchaan/mapping/page.tsx,LinksListPage,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/mapping/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/mapping/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0107,src/app/(dashboard)/pehchaan/records/[id]/edit/page.tsx,EditDocument,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/records/[id]/edit/page.tsx,Page,Yes,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/records/[id]/edit/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0108,src/app/(dashboard)/pehchaan/records/add/page.tsx,AddDocument,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/records/add/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/records/add/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0109,src/app/(dashboard)/pehchaan/records/doc/[id]/page.tsx,DocDetail,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/records/doc/[id]/page.tsx,Page,Yes,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/records/doc/[id]/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0110,src/app/(dashboard)/pehchaan/records/links/add/page.tsx,LinkWizard,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/records/links/add/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/records/links/add/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0111,src/app/(dashboard)/pehchaan/records/links/page.tsx,LinksListPage,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/records/links/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/records/links/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0112,src/app/(dashboard)/pehchaan/records/page.tsx,IdentityHub,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/records/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/records/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0113,src/app/(dashboard)/pehchaan/records/renewals/page.tsx,Renewals,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/records/renewals/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/records/renewals/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0114,src/app/(dashboard)/pehchaan/records/settings/page.tsx,VaultSettings,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/records/settings/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/records/settings/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0115,src/app/(dashboard)/pehchaan/settings/page.tsx,VaultSettings,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/settings/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/settings/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0116,src/app/(dashboard)/pehchaan/validity/page.tsx,Renewals,PEHCHAAN,PEHCHAAN,src/app/(dashboard)/pehchaan/validity/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/pehchaan/validity/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0117,src/app/(dashboard)/raj-mantri/page.tsx,RajMantriPage,RAJ_MANTRI,RAJ_MANTRI,src/app/(dashboard)/raj-mantri/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/raj-mantri/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0118,src/app/(dashboard)/rajya/page.tsx,Dashboard,SHARED,SHARED,src/app/(dashboard)/rajya/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/rajya/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0119,src/app/(dashboard)/raksha/page.tsx,RakshaModule,RAKSHA,RAKSHA,src/app/(dashboard)/raksha/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/raksha/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0120,src/app/(dashboard)/raksha/policies/[id]/edit/page.tsx,EditPolicyPage,RAKSHA,RAKSHA,src/app/(dashboard)/raksha/policies/[id]/edit/page.tsx,Page,Yes,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/raksha/policies/[id]/edit/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0121,src/app/(dashboard)/raksha/policies/[id]/page.tsx,PolicyDetailPage,RAKSHA,RAKSHA,src/app/(dashboard)/raksha/policies/[id]/page.tsx,Page,Yes,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/raksha/policies/[id]/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0122,src/app/(dashboard)/raksha/policies/add/page.tsx,AddPolicyPage,RAKSHA,RAKSHA,src/app/(dashboard)/raksha/policies/add/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/raksha/policies/add/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0123,src/app/(dashboard)/raksha/policies/page.tsx,InsuranceListPage,RAKSHA,RAKSHA,src/app/(dashboard)/raksha/policies/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/raksha/policies/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0124,src/app/(dashboard)/rin/loans/[id]/edit/page.tsx,EditLoanPage,RIN,RIN,src/app/(dashboard)/rin/loans/[id]/edit/page.tsx,Page,Yes,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/rin/loans/[id]/edit/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0125,src/app/(dashboard)/rin/loans/[id]/page.tsx,LoanDetailPage,RIN,RIN,src/app/(dashboard)/rin/loans/[id]/page.tsx,Page,Yes,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/rin/loans/[id]/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0126,src/app/(dashboard)/rin/loans/add/page.tsx,AddLoanPage,RIN,RIN,src/app/(dashboard)/rin/loans/add/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/rin/loans/add/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0127,src/app/(dashboard)/rin/loans/page.tsx,LoanListPage,RIN,RIN,src/app/(dashboard)/rin/loans/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/rin/loans/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0128,src/app/(dashboard)/rin/page.tsx,RinDashboard,RIN,RIN,src/app/(dashboard)/rin/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/rin/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0129,src/app/(dashboard)/sampatti/page.tsx,SampattiPage,SAMPATTI,SAMPATTI,src/app/(dashboard)/sampatti/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/sampatti/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0130,src/app/(dashboard)/subscriptions/page.tsx,SubscriptionsModulePage,LEAKAGE,LEAKAGE,src/app/(dashboard)/subscriptions/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/subscriptions/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0131,src/app/(dashboard)/succession/emergency/page.tsx,EmergencyPage,MITRA,MITRA,src/app/(dashboard)/succession/emergency/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/succession/emergency/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0132,src/app/(dashboard)/succession/nominees/page.tsx,NomineesPage,MITRA,MITRA,src/app/(dashboard)/succession/nominees/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/succession/nominees/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0133,src/app/(dashboard)/succession/page.tsx,SuccessionIndex,MITRA,MITRA,src/app/(dashboard)/succession/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/succession/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0134,src/app/(dashboard)/succession/scan/page.tsx,ScanPage,MITRA,MITRA,src/app/(dashboard)/succession/scan/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/succession/scan/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0135,src/app/(dashboard)/succession/tutorial/page.tsx,SuccessionTutorial,MITRA,MITRA,src/app/(dashboard)/succession/tutorial/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/succession/tutorial/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0136,src/app/(dashboard)/succession/will/page.tsx,WillPage,MITRA,MITRA,src/app/(dashboard)/succession/will/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/succession/will/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0137,src/app/(dashboard)/suchak/page.tsx,Dashboard,SUCHAK,SUCHAK,src/app/(dashboard)/suchak/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/suchak/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0138,src/app/(dashboard)/suraksha/page.tsx,SurakshaPage,SURAKSHA,SURAKSHA,src/app/(dashboard)/suraksha/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/suraksha/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0139,src/app/(dashboard)/vault/page.tsx,VaultPage,SHARED,SHARED,src/app/(dashboard)/vault/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong Evidence,Strong Evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/vault/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0140,src/app/(dashboard)/vyaya/add/page.tsx,AddExpensePage,VYAYA,VYAYA,src/app/(dashboard)/vyaya/add/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/vyaya/add/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0141,src/app/(dashboard)/vyaya/analytics/page.tsx,VyayaAnalyticsPage,VYAYA,VYAYA,src/app/(dashboard)/vyaya/analytics/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/vyaya/analytics/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0142,src/app/(dashboard)/vyaya/budget/page.tsx,BudgetPage,VYAYA,VYAYA,src/app/(dashboard)/vyaya/budget/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/vyaya/budget/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0143,src/app/(dashboard)/vyaya/categories/page.tsx,CategoriesPage,VYAYA,VYAYA,src/app/(dashboard)/vyaya/categories/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/vyaya/categories/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0144,src/app/(dashboard)/vyaya/entry/add/page.tsx,AddExpensePage,VYAYA,VYAYA,src/app/(dashboard)/vyaya/entry/add/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/vyaya/entry/add/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0145,src/app/(dashboard)/vyaya/entry/page.tsx,VyayaHub,VYAYA,VYAYA,src/app/(dashboard)/vyaya/entry/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/vyaya/entry/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0146,src/app/(dashboard)/vyaya/page.tsx,VyayaHub,VYAYA,VYAYA,src/app/(dashboard)/vyaya/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/vyaya/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0147,src/app/(dashboard)/vyaya/subscriptions/add/page.tsx,AddSubscriptionPage,VYAYA,VYAYA,src/app/(dashboard)/vyaya/subscriptions/add/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read/Write,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/vyaya/subscriptions/add/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0148,src/app/(dashboard)/vyaya/subscriptions/page.tsx,SubscriptionsPage,VYAYA,VYAYA,src/app/(dashboard)/vyaya/subscriptions/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(dashboard)/vyaya/subscriptions/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0149,src/app/(landing)/about/page.tsx,"AboutPage, metadata",LANDING,LANDING,src/app/(landing)/about/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/about/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0150,src/app/(landing)/blog/page.tsx,"BlogPage, metadata",LANDING,LANDING,src/app/(landing)/blog/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/blog/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0151,src/app/(landing)/careers/page.tsx,"CareersPage, metadata",LANDING,LANDING,src/app/(landing)/careers/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/careers/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0152,src/app/(landing)/contact/page.tsx,ContactPage,LANDING,LANDING,src/app/(landing)/contact/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/contact/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0153,src/app/(landing)/customers-reviews/page.tsx,"CustomersReviewsPage, metadata",LANDING,LANDING,src/app/(landing)/customers-reviews/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/customers-reviews/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0154,src/app/(landing)/features/page.tsx,FeaturesPage,LANDING,LANDING,src/app/(landing)/features/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/features/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0155,src/app/(landing)/forget-password/page.tsx,ForgotPasswordPage,LANDING,LANDING,src/app/(landing)/forget-password/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/forget-password/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0156,src/app/(landing)/layout.tsx,LandingLayout,LANDING,LANDING,src/app/(landing)/layout.tsx,Service/Utility,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/layout.tsx,Low,Code audit clean,Valid,Static source mapping verified against repository structure.
MOD-MAP-0157,src/app/(landing)/login/page.tsx,LoginRedirect,LANDING,LANDING,src/app/(landing)/login/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/login/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0158,src/app/(landing)/map/page.tsx,MapPage,LANDING,LANDING,src/app/(landing)/map/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/map/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0159,src/app/(landing)/page.tsx,LandingPage,LANDING,LANDING,src/app/(landing)/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0160,src/app/(landing)/partner-with-us/page.tsx,"PartnerWithUsPage, metadata",LANDING,LANDING,src/app/(landing)/partner-with-us/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/partner-with-us/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0161,src/app/(landing)/pricing/page.tsx,"PricingPage, metadata",LANDING,LANDING,src/app/(landing)/pricing/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/pricing/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0162,src/app/(landing)/privacy/page.tsx,"PrivacyPage, metadata",LANDING,LANDING,src/app/(landing)/privacy/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/privacy/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
MOD-MAP-0163,src/app/(landing)/register/page.tsx,RegisterRedirect,LANDING,LANDING,src/app/(landing)/register/page.tsx,Page,No,N/A,TypeScript/React,5,1,Parent Layout,useFinancialStore,apiService,N/A,prisma.schema,users/profiles,Read,No,Canonical,Strong evidence,Strong evidence,Unassigned (Pending WD),N/A,File: src/app/(landing)/register/page.tsx,Low,Verify live navigation,Valid,Static source mapping verified against repository structure.
