Source File,Line / Approx Location,Pattern Found,Code Snippet,Initial Guess Table/Bucket/Function,Notes
src/app/api/family/route.ts,Line 252,.update(,"const member = await familyService.update(id, {",Unknown - review adjacent code,Occurrence retained for review
src/app/api/google-drive/download/route.ts,Line 2,createClient,import { createClient } from '@/lib/supabase/server';,Supabase client initialization/import/reference,Occurrence retained for review
src/app/api/google-drive/download/route.ts,Line 2,supabase,import { createClient } from '@/lib/supabase/server';,Supabase client initialization/import/reference,Occurrence retained for review
src/app/api/google-drive/download/route.ts,Line 18,createClient,const supabase = await createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/app/api/google-drive/download/route.ts,Line 18,supabase,const supabase = await createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/app/api/google-drive/download/route.ts,Line 19,supabase,"const { data: { session }, error: sessionError } = await supabase.auth.getSession();",Supabase Auth,Executable Supabase usage included in final map
src/app/api/google-drive/download/route.ts,Line 19,supabase.auth,"const { data: { session }, error: sessionError } = await supabase.auth.getSession();",Supabase Auth,Executable Supabase usage included in final map
src/app/api/google-drive/upload/route.ts,Line 2,createClient,import { createClient } from '@/lib/supabase/server';,Supabase client initialization/import/reference,Occurrence retained for review
src/app/api/google-drive/upload/route.ts,Line 2,supabase,import { createClient } from '@/lib/supabase/server';,Supabase client initialization/import/reference,Occurrence retained for review
src/app/api/google-drive/upload/route.ts,Line 16,createClient,const supabase = await createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/app/api/google-drive/upload/route.ts,Line 16,supabase,const supabase = await createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/app/api/google-drive/upload/route.ts,Line 17,supabase,"const { data: { session }, error: sessionError } = await supabase.auth.getSession();",Supabase Auth,Executable Supabase usage included in final map
src/app/api/google-drive/upload/route.ts,Line 17,supabase.auth,"const { data: { session }, error: sessionError } = await supabase.auth.getSession();",Supabase Auth,Executable Supabase usage included in final map
src/app/api/google-drive/view/route.ts,Line 2,createClient,import { createClient } from '@/lib/supabase/server';,Supabase client initialization/import/reference,Occurrence retained for review
src/app/api/google-drive/view/route.ts,Line 2,supabase,import { createClient } from '@/lib/supabase/server';,Supabase client initialization/import/reference,Occurrence retained for review
src/app/api/google-drive/view/route.ts,Line 18,createClient,const supabase = await createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/app/api/google-drive/view/route.ts,Line 18,supabase,const supabase = await createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/app/api/google-drive/view/route.ts,Line 19,supabase,"const { data: { session }, error: sessionError } = await supabase.auth.getSession();",Supabase Auth,Executable Supabase usage included in final map
src/app/api/google-drive/view/route.ts,Line 19,supabase.auth,"const { data: { session }, error: sessionError } = await supabase.auth.getSession();",Supabase Auth,Executable Supabase usage included in final map
src/app/api/gst/records/[id]/route.ts,Line 60,.update(,const updated = await prisma.gstRecord.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/app/api/identity/[id]/route.ts,Line 38,.update(,await prisma.documentMeta.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/app/api/identity/[id]/route.ts,Line 196,.update(,"const updatedRecord = await identityService.update(id, {",Unknown - review adjacent code,Occurrence retained for review
src/app/api/identity/links/route.ts,Line 96,.delete(,await prisma.identityLink.delete({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/app/api/identity/reminders/route.ts,Line 67,.update(,reminder = await prisma.reminder.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/app/api/identity/route.ts,Line 38,.update(,await prisma.documentMeta.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/app/api/identity/route.ts,Line 148,.update(,"record = await identityService.update(data.id, {",Unknown - review adjacent code,Occurrence retained for review
src/app/api/identity/settings/route.ts,Line 62,.update(,const updatedUser = await prisma.user.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/app/api/income/[id]/route.ts,Line 83,.update(,"const stream = await incomeService.update(id, {",Unknown - review adjacent code,Occurrence retained for review
src/app/api/income/[id]/route.ts,Line 144,.delete(,await incomeService.delete(id);,Unknown - review adjacent code,Occurrence retained for review
src/app/api/income/route.ts,Line 92,.update(,"stream = await incomeService.update(data.id, {",Unknown - review adjacent code,Occurrence retained for review
src/app/api/insurance/[id]/route.ts,Line 87,.update(,"const policy = await insuranceService.update(id, authContext.userId, {",Unknown - review adjacent code,Occurrence retained for review
src/app/api/insurance/[id]/route.ts,Line 164,.delete(,"const success = await insuranceService.delete(id, authContext.userId);",Unknown - review adjacent code,Occurrence retained for review
src/app/api/loans/[id]/route.ts,Line 59,.update(,"const updated = await loanService.update(id, {",Unknown - review adjacent code,Occurrence retained for review
src/app/api/loans/[id]/route.ts,Line 114,.delete(,await loanService.delete(id);,Unknown - review adjacent code,Occurrence retained for review
src/app/api/nominee/[id]/route.ts,Line 19,.delete(,await nomineeService.delete(id);,Unknown - review adjacent code,Occurrence retained for review
src/app/api/notifications/[id]/route.ts,Line 37,.delete(,const notification = await notificationService.delete(id);,Unknown - review adjacent code,Occurrence retained for review
src/app/api/profile/route.ts,Line 2,createClient,import { createClient } from '@/lib/supabase/server';,Supabase client initialization/import/reference,Occurrence retained for review
src/app/api/profile/route.ts,Line 2,supabase,import { createClient } from '@/lib/supabase/server';,Supabase client initialization/import/reference,Occurrence retained for review
src/app/api/profile/route.ts,Line 52,supabase,"await userService.syncUserWithSupabase(authContext.userId, authContext.email || '', '');",Supabase reference; executable status traced separately,Occurrence retained for review
src/app/api/profile/route.ts,Line 147,.delete(,profileCache.delete(authContext.userId);,Unknown - review adjacent code,Occurrence retained for review
src/app/api/profile/route.ts,Line 208,.update(,"user = await userService.update(authContext.userId, patch);",Unknown - review adjacent code,Occurrence retained for review
src/app/api/profile/route.ts,Line 211,supabase,// Sync to Supabase Auth metadata (non-blocking),Supabase reference; executable status traced separately,Occurrence retained for review
src/app/api/profile/route.ts,Line 213,createClient,const supabase = await createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/app/api/profile/route.ts,Line 213,supabase,const supabase = await createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/app/api/profile/route.ts,Line 218,supabase,supabase.auth.updateUser({ data: updateData }).catch((err) => {,Supabase Auth,Executable Supabase usage included in final map
src/app/api/profile/route.ts,Line 218,supabase.auth,supabase.auth.updateUser({ data: updateData }).catch((err) => {,Supabase Auth,Executable Supabase usage included in final map
src/app/api/profile/route.ts,Line 219,supabase,"console.error(""[Profile POST] Failed to sync to Supabase Auth:"", err);",Supabase reference; executable status traced separately,Occurrence retained for review
src/app/api/succession/emergency/route.ts,Line 46,.upsert(,const upsert = await prisma.successionEmergency.upsert({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/app/api/succession/nominees/[id]/route.ts,Line 30,.update(,"const updated = await prisma.successionNominee.update({ where: { id }, data: updateData });",Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/app/api/succession/nominees/[id]/route.ts,Line 48,.delete(,await prisma.successionNominee.delete({ where: { id } });,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/app/api/succession/will/route.ts,Line 26,.upsert(,const upsert = await prisma.successionWill.upsert({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/app/api/tax/records/[id]/route.ts,Line 54,.update(,const updated = await prisma.taxRecord.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/app/api/user/route.ts,Line 8,supabase,* Deletes the current authenticated user from both Supabase Auth and Prisma,Supabase reference; executable status traced separately,Occurrence retained for review
src/app/api/user/route.ts,Line 21,.delete(,await userService.delete(authContext.userId);,Unknown - review adjacent code,Occurrence retained for review
src/app/auth/google/success/page.tsx,Line 9,.from(,"actionLink = Buffer.from(encoded, 'base64').toString('utf-8');",JavaScript/Node utility - not Supabase,Excluded from final Supabase operation map; retained because .from( matched
src/components/auth/OAuthFragmentHandler.tsx,Line 5,createClient,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/auth/OAuthFragmentHandler.tsx,Line 5,supabase,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/auth/OAuthFragmentHandler.tsx,Line 9,createClient,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/auth/OAuthFragmentHandler.tsx,Line 9,supabase,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/auth/OAuthFragmentHandler.tsx,Line 37,supabase,const { error } = await supabase.auth.setSession({,Supabase Auth,Executable Supabase usage included in final map
src/components/auth/OAuthFragmentHandler.tsx,Line 37,supabase.auth,const { error } = await supabase.auth.setSession({,Supabase Auth,Executable Supabase usage included in final map
src/components/auth/OAuthFragmentHandler.tsx,Line 74,supabase,"}, [router, supabase.auth]);",Supabase Auth,Occurrence retained for review
src/components/auth/OAuthFragmentHandler.tsx,Line 74,supabase.auth,"}, [router, supabase.auth]);",Supabase Auth,Occurrence retained for review
src/components/games/SelectGridGame.tsx,Line 30,.delete(,newSelected.delete(id);,Unknown - review adjacent code,Occurrence retained for review
src/components/games/SelectGridGame.tsx,Line 76,.from(,onClick={() => onSave(Array.from(selected))},JavaScript/Node utility - not Supabase,Excluded from final Supabase operation map; retained because .from( matched
src/components/layouts/BottomNav.tsx,Line 8,createClient,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/layouts/BottomNav.tsx,Line 8,supabase,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/layouts/BottomNav.tsx,Line 61,createClient,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/layouts/BottomNav.tsx,Line 61,supabase,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/layouts/BottomNav.tsx,Line 62,supabase,await supabase.auth.signOut();,Supabase Auth,Executable Supabase usage included in final map
src/components/layouts/BottomNav.tsx,Line 62,supabase.auth,await supabase.auth.signOut();,Supabase Auth,Executable Supabase usage included in final map
src/components/layouts/DesktopSidebar.tsx,Line 9,createClient,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/layouts/DesktopSidebar.tsx,Line 9,supabase,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/layouts/DesktopSidebar.tsx,Line 87,createClient,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/layouts/DesktopSidebar.tsx,Line 87,supabase,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/layouts/DesktopSidebar.tsx,Line 88,supabase,const { data: { user: freshUser } } = await supabase.auth.getUser();,Supabase Auth,Executable Supabase usage included in final map
src/components/layouts/DesktopSidebar.tsx,Line 88,supabase.auth,const { data: { user: freshUser } } = await supabase.auth.getUser();,Supabase Auth,Executable Supabase usage included in final map
src/components/layouts/DesktopSidebar.tsx,Line 118,createClient,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/layouts/DesktopSidebar.tsx,Line 118,supabase,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/layouts/DesktopSidebar.tsx,Line 119,supabase,await supabase.auth.signOut();,Supabase Auth,Executable Supabase usage included in final map
src/components/layouts/DesktopSidebar.tsx,Line 119,supabase.auth,await supabase.auth.signOut();,Supabase Auth,Executable Supabase usage included in final map
src/components/module/SelectGridGame.tsx,Line 30,.delete(,newSelected.delete(id);,Unknown - review adjacent code,Occurrence retained for review
src/components/module/SelectGridGame.tsx,Line 83,.from(,onClick={() => onSave(Array.from(selected))},JavaScript/Node utility - not Supabase,Excluded from final Supabase operation map; retained because .from( matched
src/components/providers/AuthProvider.tsx,Line 4,createClient,import { createClient } from '@/lib/supabase/client',Supabase client initialization/import/reference,Occurrence retained for review
src/components/providers/AuthProvider.tsx,Line 4,supabase,import { createClient } from '@/lib/supabase/client',Supabase client initialization/import/reference,Occurrence retained for review
src/components/providers/AuthProvider.tsx,Line 5,supabase,"import type { User, Session } from '@supabase/supabase-js'",Supabase reference; executable status traced separately,Occurrence retained for review
src/components/providers/AuthProvider.tsx,Line 5,supabase,"import type { User, Session } from '@supabase/supabase-js'",Supabase reference; executable status traced separately,Occurrence retained for review
src/components/providers/AuthProvider.tsx,Line 25,createClient,const supabase = createClient(),Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/providers/AuthProvider.tsx,Line 25,supabase,const supabase = createClient(),Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/providers/AuthProvider.tsx,Line 29,supabase,supabase.auth.getSession().then(({ data: { session } }) => {,Supabase Auth,Executable Supabase usage included in final map
src/components/providers/AuthProvider.tsx,Line 29,supabase.auth,supabase.auth.getSession().then(({ data: { session } }) => {,Supabase Auth,Executable Supabase usage included in final map
src/components/providers/AuthProvider.tsx,Line 36,supabase,const { data: { subscription } } = supabase.auth.onAuthStateChange(,Supabase Auth,Executable Supabase usage included in final map
src/components/providers/AuthProvider.tsx,Line 36,supabase.auth,const { data: { subscription } } = supabase.auth.onAuthStateChange(,Supabase Auth,Executable Supabase usage included in final map
src/components/providers/AuthProvider.tsx,Line 45,supabase,"}, [supabase.auth])",Supabase Auth,Occurrence retained for review
src/components/providers/AuthProvider.tsx,Line 45,supabase.auth,"}, [supabase.auth])",Supabase Auth,Occurrence retained for review
src/components/providers/AuthProvider.tsx,Line 48,supabase,await supabase.auth.signOut(),Supabase Auth,Executable Supabase usage included in final map
src/components/providers/AuthProvider.tsx,Line 48,supabase.auth,await supabase.auth.signOut(),Supabase Auth,Executable Supabase usage included in final map
src/components/shared/AuthSync.tsx,Line 5,createClient,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/shared/AuthSync.tsx,Line 5,supabase,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/shared/AuthSync.tsx,Line 70,createClient,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/shared/AuthSync.tsx,Line 70,supabase,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/shared/AuthSync.tsx,Line 73,supabase,} = await supabase.auth.getSession();,Supabase Auth,Executable Supabase usage included in final map
src/components/shared/AuthSync.tsx,Line 73,supabase.auth,} = await supabase.auth.getSession();,Supabase Auth,Executable Supabase usage included in final map
src/components/shared/AuthSync.tsx,Line 79,supabase,// Seed name + email into store immediately from Supabase metadata,Supabase reference; executable status traced separately,Occurrence retained for review
src/components/shared/GlobalTopRightMenu.tsx,Line 7,createClient,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/shared/GlobalTopRightMenu.tsx,Line 7,supabase,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/shared/GlobalTopRightMenu.tsx,Line 37,createClient,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/shared/GlobalTopRightMenu.tsx,Line 37,supabase,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/shared/GlobalTopRightMenu.tsx,Line 38,supabase,await supabase.auth.signOut();,Supabase Auth,Executable Supabase usage included in final map
src/components/shared/GlobalTopRightMenu.tsx,Line 38,supabase.auth,await supabase.auth.signOut();,Supabase Auth,Executable Supabase usage included in final map
src/components/shared/UserAvatar.tsx,Line 4,createClient,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/shared/UserAvatar.tsx,Line 4,supabase,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/shared/UserAvatar.tsx,Line 43,createClient,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/shared/UserAvatar.tsx,Line 43,supabase,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/shared/UserAvatar.tsx,Line 44,supabase,const { data: { user } } = await supabase.auth.getUser();,Supabase Auth,Executable Supabase usage included in final map
src/components/shared/UserAvatar.tsx,Line 44,supabase.auth,const { data: { user } } = await supabase.auth.getUser();,Supabase Auth,Executable Supabase usage included in final map
src/components/ui/GlobalTopRightMenu.tsx,Line 7,createClient,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/ui/GlobalTopRightMenu.tsx,Line 7,supabase,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/ui/GlobalTopRightMenu.tsx,Line 31,createClient,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/ui/GlobalTopRightMenu.tsx,Line 31,supabase,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/ui/GlobalTopRightMenu.tsx,Line 32,supabase,await supabase.auth.signOut();,Supabase Auth,Executable Supabase usage included in final map
src/components/ui/GlobalTopRightMenu.tsx,Line 32,supabase.auth,await supabase.auth.signOut();,Supabase Auth,Executable Supabase usage included in final map
src/components/ui/UserAvatar.tsx,Line 5,createClient,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/ui/UserAvatar.tsx,Line 5,supabase,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/vault/FileUploader.tsx,Line 8,createClient,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/vault/FileUploader.tsx,Line 8,supabase,"import { createClient } from ""@/lib/supabase/client"";",Supabase client initialization/import/reference,Occurrence retained for review
src/components/vault/FileUploader.tsx,Line 18,supabase,storageType?: 'supabase' | 'googledrive' | 'local';,Supabase reference; executable status traced separately,Occurrence retained for review
src/components/vault/FileUploader.tsx,Line 58,createClient,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/vault/FileUploader.tsx,Line 58,supabase,const supabase = createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/components/vault/FileUploader.tsx,Line 120,supabase,// 4. Handle Supabase upload separately (if requested),Supabase reference; executable status traced separately,Occurrence retained for review
src/components/vault/FileUploader.tsx,Line 121,supabase,if (storageType === 'supabase') {,Supabase reference; executable status traced separately,Occurrence retained for review
src/components/vault/FileUploader.tsx,Line 123,supabase,const { data: { user } } = await supabase.auth.getUser();,Supabase Auth,Executable Supabase usage included in final map
src/components/vault/FileUploader.tsx,Line 123,supabase.auth,const { data: { user } } = await supabase.auth.getUser();,Supabase Auth,Executable Supabase usage included in final map
src/components/vault/FileUploader.tsx,Line 130,supabase,const { error: uploadError } = await supabase.storage,Supabase Storage - bucket is traced in final map,Executable Supabase usage included in final map
src/components/vault/FileUploader.tsx,Line 130,supabase.storage,const { error: uploadError } = await supabase.storage,Supabase Storage - bucket is traced in final map,Executable Supabase usage included in final map
src/components/vault/FileUploader.tsx,Line 131,.from(,.from(folder),Unknown - review adjacent code,Occurrence retained for review
src/components/vault/FileUploader.tsx,Line 136,supabase,const { data: urlData } = supabase.storage,Supabase Storage - bucket is traced in final map,Executable Supabase usage included in final map
src/components/vault/FileUploader.tsx,Line 136,supabase.storage,const { data: urlData } = supabase.storage,Supabase Storage - bucket is traced in final map,Executable Supabase usage included in final map
src/components/vault/FileUploader.tsx,Line 137,.from(,.from(folder),Unknown - review adjacent code,Occurrence retained for review
src/components/vault/FileUploader.tsx,Line 141,supabase,"await Vault.updateFile(id, { cloudId: finalCloudId, storageType: 'supabase' });",Supabase reference; executable status traced separately,Occurrence retained for review
src/components/vault/FileUploader.tsx,Line 145,supabase,"console.warn(""Supabase upload failed, local OPFS copy retained:"", supaErr);",Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/cloudDriveSync.ts,Line 15,supabase,* @param accessToken Provider access token from Supabase OAuth,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/googleAuth.ts,Line 60,.update(,await prisma.user.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/googleDriveUtils.ts,Line 189,.update(,await prisma.documentMeta.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/identityStore.ts,Line 2,supabase,// Mirrors OnboardingStore pattern. Will be replaced by Supabase in production.,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/middleware/auth.middleware.ts,Line 2,createClient,import { createClient } from '@/lib/supabase/server';,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/middleware/auth.middleware.ts,Line 2,supabase,import { createClient } from '@/lib/supabase/server';,Supabase client initialization/import/reference,Occurrence retained for review
src/lib/middleware/auth.middleware.ts,Line 27,supabase,authId: string; // Supabase auth ID,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/middleware/auth.middleware.ts,Line 43,supabase,* Verifies Supabase session and ensures user exists in database,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/middleware/auth.middleware.ts,Line 54,supabase,// Get Supabase session,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/middleware/auth.middleware.ts,Line 55,createClient,const supabase = await createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/middleware/auth.middleware.ts,Line 55,supabase,const supabase = await createClient();,Supabase client initialization/import/reference,Executable Supabase usage included in final map
src/lib/middleware/auth.middleware.ts,Line 58,supabase,} = await supabase.auth.getUser();,Supabase Auth,Executable Supabase usage included in final map
src/lib/middleware/auth.middleware.ts,Line 58,supabase.auth,} = await supabase.auth.getUser();,Supabase Auth,Executable Supabase usage included in final map
src/lib/middleware/auth.middleware.ts,Line 89,supabase,console.log(`[Auth Middleware] Synced missing user from Supabase: ${authUser.id}`);,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/onboardingStore.ts,Line 2,supabase,// In Phase 2 this will be replaced by writing to Supabase on completion.,Supabase reference; executable status traced separately,Occurrence retained for review
src/lib/services/bankService.ts,Line 12,.from(,"const cipher = crypto.createCipheriv(ALGORITHM, Buffer.from(ENCRYPTION_KEY), iv);",JavaScript/Node utility - not Supabase,Excluded from final Supabase operation map; retained because .from( matched
src/lib/services/bankService.ts,Line 13,.update(,let encrypted = cipher.update(text);,Unknown - review adjacent code,Occurrence retained for review
src/lib/services/bankService.ts,Line 22,.from(,"const iv = Buffer.from(textParts[0], 'hex');",JavaScript/Node utility - not Supabase,Excluded from final Supabase operation map; retained because .from( matched
src/lib/services/bankService.ts,Line 23,.from(,"const encryptedText = Buffer.from(textParts[1], 'hex');",JavaScript/Node utility - not Supabase,Excluded from final Supabase operation map; retained because .from( matched
src/lib/services/bankService.ts,Line 24,.from(,"const decipher = crypto.createDecipheriv(ALGORITHM, Buffer.from(ENCRYPTION_KEY), iv);",JavaScript/Node utility - not Supabase,Excluded from final Supabase operation map; retained because .from( matched
src/lib/services/bankService.ts,Line 25,.update(,let decrypted = decipher.update(encryptedText);,Unknown - review adjacent code,Occurrence retained for review
src/lib/services/bankService.ts,Line 184,.update(,return await prisma.bankAccount.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/bankService.ts,Line 247,.update(,return await prisma.bankAccount.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/baseService.ts,Line 81,.update(,return await this.model.update({,Unknown - review adjacent code,Occurrence retained for review
src/lib/services/baseService.ts,Line 96,.delete(,return await this.model.delete({,Unknown - review adjacent code,Occurrence retained for review
src/lib/services/bhoomiService.ts,Line 133,.update(,return await prisma.propertyAsset.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/bhoomiService.ts,Line 158,.delete(,await prisma.propertyAsset.delete({ where: { id } });,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/budgetService.ts,Line 40,.update(,"return await this.update(existing.id, data);",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/documentService.ts,Line 97,.delete(,"await db.delete(""vault"", id);",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/educationService.ts,Line 84,.update(,return await prisma.education.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/educationService.ts,Line 99,.delete(,return await prisma.education.delete({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/familyService.ts,Line 79,.delete(,familyCache.delete(`family:${userid}`);,Unknown - review adjacent code,Occurrence retained for review
src/lib/services/familyService.ts,Line 100,.delete(,familyCache.delete(`family:${member.userId}`);,Unknown - review adjacent code,Occurrence retained for review
src/lib/services/familyService.ts,Line 103,.update(,return await prisma.familyMember.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/familyService.ts,Line 121,.delete(,familyCache.delete(`family:${userid}`);,Unknown - review adjacent code,Occurrence retained for review
src/lib/services/familyService.ts,Line 138,.delete(,await prisma.familyMember.delete({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/identityService.ts,Line 116,.update(,return await prisma.identityRecord.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/identityService.ts,Line 131,.delete(,return await prisma.identityRecord.delete({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/insuranceService.ts,Line 136,.update(,"reminder = await reminderService.update(policy.reminderId, userId, {",Unknown - review adjacent code,Occurrence retained for review
src/lib/services/insuranceService.ts,Line 151,.update(,await prisma.insurancePolicy.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/insuranceService.ts,Line 170,.update(,await tx.insurancePolicy.update({,Unknown - review adjacent code,Occurrence retained for review
src/lib/services/insuranceService.ts,Line 222,.delete(,await prisma.insurancePolicy.delete({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/nomineeService.ts,Line 59,.update(,return await prisma.nomineeMapping.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/notificationService.ts,Line 640,.update(,const notification = await prisma.notification.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/reminderService.ts,Line 47,.update(,return prisma.reminder.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/reminderService.ts,Line 58,.delete(,await prisma.reminder.delete({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/subscriptionService.ts,Line 121,.update(,return await prisma.subscription.update({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/subscriptionService.ts,Line 143,.delete(,return await prisma.subscription.delete({,Prisma operation - not a Supabase client call,Excluded from final Supabase operation map; retained because the required generic pattern matched
src/lib/services/userService.ts,Line 86,.update(,"return await this.update(id, data as UpdateUserInput);",Unknown - review adjacent code,Occurrence retained for review
