Module,Module Status,Route,Page File,Layout File,Main Form Component,Main Display/List Component,Other Components,Hook / Store,Context Provider,API Route,Service File,Supabase Client File,Supabase Query Evidence,Tables Referenced,Fields Read / Written,Utility Functions,Validation Files,Calculation Files,Document Upload Connection,Reminder Connection,Dashboard Connection,Auth / Protected Route Connection,Shared Components,Related Modules,Duplicate / Old / Deprecated File Risk,Evidence / Code Reference,Confidence,Needs WD Verification,Notes
Pehchaan / Identity Vault,Implemented,/pehchaan/records/links,src/app/(dashboard)/pehchaan/records/links/page.tsx,src/app/(dashboard)/layout.tsx,No distinct form component found in this route,LinksListPage,None found in traced files,src/lib/identityStore.ts; src/lib/onboardingStore.ts,src/components/providers/AuthProvider.tsx,/api/identity/links -> src/app/api/identity/links/route.ts; /api/identity -> src/app/api/identity/route.ts; /api/profile -> src/app/api/profile/route.ts; /api/family -> src/app/api/family/route.ts,src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,src/lib/supabase/server.ts,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,identity_links; document_meta; users; identity_records; family_members,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,src/lib/contactValidation.ts,None found in traced files,Probable,Probable,Probable,Yes - src/app/(dashboard)/layout.tsx and src/lib/supabase/middleware.ts,src/components/layouts/DashboardLayout.tsx; src/components/layouts/BottomNav.tsx; src/components/shared/AlertToast.tsx; src/components/shared/GlobalTopRightMenu.tsx; src/components/shared/AuthSync.tsx; src/components/layouts/DesktopSidebar.tsx; src/components/layouts/DesktopRightPanel.tsx; src/components/ui/UserAvatar.tsx; src/components/providers/AuthProvider.tsx,Foundation family; Rajya; Doot; Vault,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",src/app/(dashboard)/pehchaan/records/links/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/identity/links/route.ts; src/app/api/identity/route.ts; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; +3 more,Strong Evidence,Yes,Prior module-level assessment: Implemented with parallel old/new route and store paths. This rebuilt row is route-level and does not treat prior Confirmed labels as human verification.
Pehchaan / Identity Vault,Implemented,/pehchaan/records/links/add,src/app/(dashboard)/pehchaan/records/links/add/page.tsx,src/app/(dashboard)/layout.tsx,LinkWizard,LinkWizard,None found in traced files,src/lib/identityStore.ts; src/lib/onboardingStore.ts,src/components/providers/AuthProvider.tsx,/api/identity -> src/app/api/identity/route.ts; /api/profile -> src/app/api/profile/route.ts; /api/identity/links -> src/app/api/identity/links/route.ts; /api/family -> src/app/api/family/route.ts,src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,src/lib/supabase/server.ts,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,document_meta; identity_links; users; identity_records; family_members,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,src/lib/contactValidation.ts,None found in traced files,Probable,Probable,Probable,Yes - src/app/(dashboard)/layout.tsx and src/lib/supabase/middleware.ts,src/components/layouts/DashboardLayout.tsx; src/components/layouts/BottomNav.tsx; src/components/shared/AlertToast.tsx; src/components/shared/GlobalTopRightMenu.tsx; src/components/shared/AuthSync.tsx; src/components/layouts/DesktopSidebar.tsx; src/components/layouts/DesktopRightPanel.tsx; src/components/ui/UserAvatar.tsx; src/components/providers/AuthProvider.tsx,Foundation family; Rajya; Doot; Vault,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",src/app/(dashboard)/pehchaan/records/links/add/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/identity/route.ts; src/app/api/profile/route.ts; src/app/api/identity/links/route.ts; src/app/api/family/route.ts; src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; +3 more,Strong Evidence,Yes,Prior module-level assessment: Implemented with parallel old/new route and store paths. This rebuilt row is route-level and does not treat prior Confirmed labels as human verification.
Pehchaan / Identity Vault,Implemented,/pehchaan/records/renewals,src/app/(dashboard)/pehchaan/records/renewals/page.tsx,src/app/(dashboard)/layout.tsx,No distinct form component found in this route,Renewals,None found in traced files,src/lib/identityStore.ts; src/lib/onboardingStore.ts,src/components/providers/AuthProvider.tsx,/api/identity -> src/app/api/identity/route.ts; /api/identity/reminders -> src/app/api/identity/reminders/route.ts; /api/profile -> src/app/api/profile/route.ts; /api/family -> src/app/api/family/route.ts,src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,src/lib/supabase/server.ts,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,document_meta; reminders; users; identity_records; family_members,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,src/lib/contactValidation.ts,None found in traced files,Probable,Yes,Probable,Yes - src/app/(dashboard)/layout.tsx and src/lib/supabase/middleware.ts,src/components/layouts/DashboardLayout.tsx; src/components/layouts/BottomNav.tsx; src/components/shared/AlertToast.tsx; src/components/shared/GlobalTopRightMenu.tsx; src/components/shared/AuthSync.tsx; src/components/layouts/DesktopSidebar.tsx; src/components/layouts/DesktopRightPanel.tsx; src/components/ui/UserAvatar.tsx; src/components/providers/AuthProvider.tsx,Foundation family; Rajya; Doot; Vault,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",src/app/(dashboard)/pehchaan/records/renewals/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/identity/route.ts; src/app/api/identity/reminders/route.ts; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; +3 more,Strong Evidence,Yes,Prior module-level assessment: Implemented with parallel old/new route and store paths. This rebuilt row is route-level and does not treat prior Confirmed labels as human verification.
Pehchaan / Identity Vault,Implemented,/pehchaan/records/settings,src/app/(dashboard)/pehchaan/records/settings/page.tsx,src/app/(dashboard)/layout.tsx,No distinct form component found in this route,VaultSettings,None found in traced files,src/lib/identityStore.ts; src/lib/onboardingStore.ts,src/components/providers/AuthProvider.tsx,/api/identity/settings -> src/app/api/identity/settings/route.ts; /api/identity -> src/app/api/identity/route.ts; /api/profile -> src/app/api/profile/route.ts; /api/family -> src/app/api/family/route.ts,src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,src/lib/supabase/server.ts,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,users; document_meta; identity_records; family_members,Needs WD Verification - no direct field-map row found in traced files,src/lib/vaultExporter.ts; src/lib/localVaultEngine.ts,src/lib/contactValidation.ts,None found in traced files,Yes,Probable,Probable,Yes - src/app/(dashboard)/layout.tsx and src/lib/supabase/middleware.ts,src/components/layouts/DashboardLayout.tsx; src/components/layouts/BottomNav.tsx; src/components/shared/AlertToast.tsx; src/components/shared/GlobalTopRightMenu.tsx; src/components/shared/AuthSync.tsx; src/components/layouts/DesktopSidebar.tsx; src/components/layouts/DesktopRightPanel.tsx; src/components/ui/UserAvatar.tsx; src/components/providers/AuthProvider.tsx,Foundation family; Rajya; Doot; Vault,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",src/app/(dashboard)/pehchaan/records/settings/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/identity/settings/route.ts; src/app/api/identity/route.ts; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; +3 more,Strong Evidence,Yes,Prior module-level assessment: Implemented with parallel old/new route and store paths. This rebuilt row is route-level and does not treat prior Confirmed labels as human verification.
Pehchaan / Identity Vault,Implemented,/pehchaan/settings,src/app/(dashboard)/pehchaan/settings/page.tsx,src/app/(dashboard)/layout.tsx,No distinct form component found in this route,VaultSettings,None found in traced files,src/lib/stores/identityStore.ts; src/lib/stores/onboardingStore.ts,src/components/providers/AuthProvider.tsx,/api/identity -> src/app/api/identity/route.ts; /api/profile -> src/app/api/profile/route.ts; /api/family -> src/app/api/family/route.ts,src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,src/lib/supabase/server.ts,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,document_meta; users; identity_records; family_members,Needs WD Verification - no direct field-map row found in traced files,src/lib/vaultExporter.ts; src/lib/localVaultEngine.ts,src/lib/validators/contactValidator.ts,None found in traced files,Yes,Probable,Probable,Yes - src/app/(dashboard)/layout.tsx and src/lib/supabase/middleware.ts,src/components/layouts/DashboardLayout.tsx; src/components/layouts/BottomNav.tsx; src/components/shared/AlertToast.tsx; src/components/shared/GlobalTopRightMenu.tsx; src/components/shared/AuthSync.tsx; src/components/layouts/DesktopSidebar.tsx; src/components/layouts/DesktopRightPanel.tsx; src/components/ui/UserAvatar.tsx; src/components/providers/AuthProvider.tsx,Foundation family; Rajya; Doot; Vault,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",src/app/(dashboard)/pehchaan/settings/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/identity/route.ts; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; +2 more,Strong Evidence,Yes,Prior module-level assessment: Implemented with parallel old/new route and store paths. This rebuilt row is route-level and does not treat prior Confirmed labels as human verification.
Pehchaan / Identity Vault,Implemented,/pehchaan/validity,src/app/(dashboard)/pehchaan/validity/page.tsx,src/app/(dashboard)/layout.tsx,No distinct form component found in this route,Renewals,None found in traced files,src/lib/stores/identityStore.ts; src/lib/stores/onboardingStore.ts,src/components/providers/AuthProvider.tsx,/api/identity -> src/app/api/identity/route.ts; /api/profile -> src/app/api/profile/route.ts; /api/family -> src/app/api/family/route.ts,src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts,src/lib/supabase/server.ts,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,document_meta; users; identity_records; family_members,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,src/lib/validators/contactValidator.ts,None found in traced files,Probable,Probable,Probable,Yes - src/app/(dashboard)/layout.tsx and src/lib/supabase/middleware.ts,src/components/layouts/DashboardLayout.tsx; src/components/layouts/BottomNav.tsx; src/components/shared/AlertToast.tsx; src/components/shared/GlobalTopRightMenu.tsx; src/components/shared/AuthSync.tsx; src/components/layouts/DesktopSidebar.tsx; src/components/layouts/DesktopRightPanel.tsx; src/components/ui/UserAvatar.tsx; src/components/providers/AuthProvider.tsx,Foundation family; Rajya; Doot; Vault,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",src/app/(dashboard)/pehchaan/validity/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/identity/route.ts; src/app/api/profile/route.ts; src/app/api/family/route.ts; src/lib/services/identityService.ts; src/lib/services/userService.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; +2 more,Strong Evidence,Yes,Prior module-level assessment: Implemented with parallel old/new route and store paths. This rebuilt row is route-level and does not treat prior Confirmed labels as human verification.
Pravah / Khate Bank Hub,Implemented,/khate/accounts,src/app/(dashboard)/khate/accounts/page.tsx,src/app/(dashboard)/layout.tsx,No distinct form component found in this route,BankHub; fetchBankSummary,None found in traced files,src/lib/bankStore.ts; src/lib/expenseStore.ts; src/lib/incomeStore.ts,src/components/providers/AuthProvider.tsx,/api/bank/[id] -> src/app/api/bank/[id]/route.ts; /api/bank -> src/app/api/bank/route.ts; /api/expense-categories -> src/app/api/expense-categories/route.ts; /api/expenses -> src/app/api/expenses/route.ts; /api/expenses/[id] -> src/app/api/expenses/[id]/route.ts; /api/subscriptions -> src/app/api/subscriptions/route.ts; /api/subscriptions/[id] -> src/app/api/subscriptions/[id]/route.ts; /api/budget -> src/app/api/budget/route.ts; /api/income -> src/app/api/income/route.ts; /api/income/[id] -> src/app/api/income/[id]/route.ts,src/lib/bankApi.ts; src/lib/services/bankService.ts; src/lib/services/incomeService.ts; src/lib/services/expenseService.ts; src/lib/services/expenseCategoryService.ts; src/lib/services/subscriptionService.ts; src/lib/services/budgetService.ts; src/lib/services/baseService.ts,src/lib/supabase/server.ts,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,bank_accounts; balance_history; cash_wallets; users; income_streams; expense_entries; expense_categories; subscriptions; budget_plans,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,None found in traced files,None found in traced files,No,Probable,Probable,Yes - src/app/(dashboard)/layout.tsx and src/lib/supabase/middleware.ts,src/components/layouts/DashboardLayout.tsx; src/components/layouts/BottomNav.tsx; src/components/shared/AlertToast.tsx; src/components/shared/GlobalTopRightMenu.tsx; src/components/shared/AuthSync.tsx; src/components/layouts/DesktopSidebar.tsx; src/components/layouts/DesktopRightPanel.tsx; src/components/ui/UserAvatar.tsx; src/components/providers/AuthProvider.tsx,Kosh; Vyaya; Rajya; Suchak; Leakage,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,src/app/(dashboard)/khate/accounts/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/bank/[id]/route.ts; src/app/api/bank/route.ts; src/app/api/expense-categories/route.ts; src/app/api/expenses/route.ts; src/app/api/expenses/[id]/route.ts; src/app/api/subscriptions/route.ts; src/app/api/subscriptions/[id]/route.ts; src/app/api/budget/route.ts; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/bankApi.ts; src/lib/services/bankService.ts; src/lib/services/incomeService.ts; src/lib/services/expenseService.ts; +13 more,Strong Evidence,Yes,Prior module-level assessment: Implemented with duplicate route/store families. This rebuilt row is route-level and does not treat prior Confirmed labels as human verification.
Pravah / Khate Bank Hub,Implemented,/khate/accounts/[id]/edit,src/app/(dashboard)/khate/accounts/[id]/edit/page.tsx,src/app/(dashboard)/layout.tsx,EditBankAccount,EditBankAccount,None found in traced files,src/lib/bankStore.ts; src/lib/expenseStore.ts; src/lib/incomeStore.ts,src/components/providers/AuthProvider.tsx,/api/bank/[id] -> src/app/api/bank/[id]/route.ts; /api/expense-categories -> src/app/api/expense-categories/route.ts; /api/expenses -> src/app/api/expenses/route.ts; /api/expenses/[id] -> src/app/api/expenses/[id]/route.ts; /api/subscriptions -> src/app/api/subscriptions/route.ts; /api/subscriptions/[id] -> src/app/api/subscriptions/[id]/route.ts; /api/budget -> src/app/api/budget/route.ts; /api/income -> src/app/api/income/route.ts; /api/income/[id] -> src/app/api/income/[id]/route.ts,src/lib/services/expenseCategoryService.ts; src/lib/services/expenseService.ts; src/lib/services/subscriptionService.ts; src/lib/services/budgetService.ts; src/lib/services/incomeService.ts; src/lib/services/baseService.ts,src/lib/supabase/server.ts,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,bank_accounts; balance_history; users; expense_categories; expense_entries; subscriptions; budget_plans; income_streams,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,None found in traced files,None found in traced files,No,Probable,Probable,Yes - src/app/(dashboard)/layout.tsx and src/lib/supabase/middleware.ts,src/components/layouts/DashboardLayout.tsx; src/components/layouts/BottomNav.tsx; src/components/shared/AlertToast.tsx; src/components/shared/GlobalTopRightMenu.tsx; src/components/shared/AuthSync.tsx; src/components/layouts/DesktopSidebar.tsx; src/components/layouts/DesktopRightPanel.tsx; src/components/ui/UserAvatar.tsx; src/components/providers/AuthProvider.tsx,Kosh; Vyaya; Rajya; Suchak; Leakage,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",src/app/(dashboard)/khate/accounts/[id]/edit/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/bank/[id]/route.ts; src/app/api/expense-categories/route.ts; src/app/api/expenses/route.ts; src/app/api/expenses/[id]/route.ts; src/app/api/subscriptions/route.ts; src/app/api/subscriptions/[id]/route.ts; src/app/api/budget/route.ts; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/services/expenseCategoryService.ts; src/lib/services/expenseService.ts; src/lib/services/subscriptionService.ts; src/lib/services/budgetService.ts; src/lib/services/incomeService.ts; +10 more,Strong Evidence,Yes,Prior module-level assessment: Implemented with duplicate route/store families. This rebuilt row is route-level and does not treat prior Confirmed labels as human verification.
Pravah / Khate Bank Hub,Implemented,/khate/accounts/add,src/app/(dashboard)/khate/accounts/add/page.tsx,src/app/(dashboard)/layout.tsx,AddBankAccount,AddBankAccount; fetchBankSummary,None found in traced files,src/lib/bankStore.ts; src/lib/expenseStore.ts; src/lib/incomeStore.ts,src/components/providers/AuthProvider.tsx,/api/family -> src/app/api/family/route.ts; /api/identity -> src/app/api/identity/route.ts; /api/credentials -> src/app/api/credentials/route.ts; /api/bank -> src/app/api/bank/route.ts; /api/expense-categories -> src/app/api/expense-categories/route.ts; /api/expenses -> src/app/api/expenses/route.ts; /api/expenses/[id] -> src/app/api/expenses/[id]/route.ts; /api/subscriptions -> src/app/api/subscriptions/route.ts; /api/subscriptions/[id] -> src/app/api/subscriptions/[id]/route.ts; /api/budget -> src/app/api/budget/route.ts; /api/income -> src/app/api/income/route.ts; /api/income/[id] -> src/app/api/income/[id]/route.ts,src/lib/bankApi.ts; src/lib/services/familyService.ts; src/lib/services/identityService.ts; src/lib/services/credentialService.ts; src/lib/services/bankService.ts; src/lib/services/incomeService.ts; src/lib/services/expenseService.ts; src/lib/services/expenseCategoryService.ts; src/lib/services/subscriptionService.ts; src/lib/services/budgetService.ts; src/lib/services/baseService.ts,src/lib/supabase/server.ts,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,users; document_meta; cash_wallets; family_members; identity_records; credential_records; bank_accounts; income_streams; expense_entries; expense_categories; subscriptions; budget_plans,bank_accounts.bankName; bank_accounts.accountType; bank_accounts.accountLast4; bank_accounts.ifsc; bank_accounts.nickname; bank_accounts.currentBalance; bank_accounts.latestBalanceAsOf; bank_accounts.isPrimary; bank_accounts.notes,None found in traced files,None found in traced files,None found in traced files,No,Probable,Probable,Yes - src/app/(dashboard)/layout.tsx and src/lib/supabase/middleware.ts,src/components/layouts/DashboardLayout.tsx; src/components/layouts/BottomNav.tsx; src/components/shared/AlertToast.tsx; src/components/shared/GlobalTopRightMenu.tsx; src/components/shared/AuthSync.tsx; src/components/layouts/DesktopSidebar.tsx; src/components/layouts/DesktopRightPanel.tsx; src/components/ui/UserAvatar.tsx; src/components/providers/AuthProvider.tsx,Kosh; Vyaya; Rajya; Suchak; Leakage,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",src/app/(dashboard)/khate/accounts/add/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/family/route.ts; src/app/api/identity/route.ts; src/app/api/credentials/route.ts; src/app/api/bank/route.ts; src/app/api/expense-categories/route.ts; src/app/api/expenses/route.ts; src/app/api/expenses/[id]/route.ts; src/app/api/subscriptions/route.ts; src/app/api/subscriptions/[id]/route.ts; src/app/api/budget/route.ts; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/bankApi.ts; src/lib/services/familyService.ts; +19 more,Strong Evidence,Yes,Prior module-level assessment: Implemented with duplicate route/store families. This rebuilt row is route-level and does not treat prior Confirmed labels as human verification.
Pravah / Khate Bank Hub,Implemented,/khate/accounts/cash,src/app/(dashboard)/khate/accounts/cash/page.tsx,src/app/(dashboard)/layout.tsx,No distinct form component found in this route,CashWalletPage; fetchBankSummary,None found in traced files,src/lib/bankStore.ts; src/lib/expenseStore.ts; src/lib/incomeStore.ts,src/components/providers/AuthProvider.tsx,/api/bank -> src/app/api/bank/route.ts; /api/expense-categories -> src/app/api/expense-categories/route.ts; /api/expenses -> src/app/api/expenses/route.ts; /api/expenses/[id] -> src/app/api/expenses/[id]/route.ts; /api/subscriptions -> src/app/api/subscriptions/route.ts; /api/subscriptions/[id] -> src/app/api/subscriptions/[id]/route.ts; /api/budget -> src/app/api/budget/route.ts; /api/income -> src/app/api/income/route.ts; /api/income/[id] -> src/app/api/income/[id]/route.ts,src/lib/bankApi.ts; src/lib/services/bankService.ts; src/lib/services/incomeService.ts; src/lib/services/expenseService.ts; src/lib/services/expenseCategoryService.ts; src/lib/services/subscriptionService.ts; src/lib/services/budgetService.ts; src/lib/services/baseService.ts,src/lib/supabase/server.ts,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,cash_wallets; bank_accounts; income_streams; expense_entries; users; expense_categories; subscriptions; budget_plans,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,None found in traced files,None found in traced files,No,Probable,Probable,Yes - src/app/(dashboard)/layout.tsx and src/lib/supabase/middleware.ts,src/components/layouts/DashboardLayout.tsx; src/components/layouts/BottomNav.tsx; src/components/shared/AlertToast.tsx; src/components/shared/GlobalTopRightMenu.tsx; src/components/shared/AuthSync.tsx; src/components/layouts/DesktopSidebar.tsx; src/components/layouts/DesktopRightPanel.tsx; src/components/ui/UserAvatar.tsx; src/components/providers/AuthProvider.tsx,Kosh; Vyaya; Rajya; Suchak; Leakage,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",src/app/(dashboard)/khate/accounts/cash/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/bank/route.ts; src/app/api/expense-categories/route.ts; src/app/api/expenses/route.ts; src/app/api/expenses/[id]/route.ts; src/app/api/subscriptions/route.ts; src/app/api/subscriptions/[id]/route.ts; src/app/api/budget/route.ts; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/bankApi.ts; src/lib/services/bankService.ts; src/lib/services/incomeService.ts; src/lib/services/expenseService.ts; src/lib/services/expenseCategoryService.ts; +12 more,Strong Evidence,Yes,Prior module-level assessment: Implemented with duplicate route/store families. This rebuilt row is route-level and does not treat prior Confirmed labels as human verification.
