Route,Route Group,Page File,Layout File,Default Component,Module Association,Direct Local Imports,Transitive Source Files,API Route Literals,Matched API Route Files,Hooks / Stores / Contexts,Services,Database Tables,Fields Read / Written,Supabase Evidence,Form Evidence,Display Evidence,Navigation Reference Count,Module Status,Duplicate / Old Risk,Confidence,Needs WD Verification,Evidence
/rin/loans/add,(dashboard),src/app/(dashboard)/rin/loans/add/page.tsx,src/app/(dashboard)/layout.tsx,AddLoanPage,Rin / Loans,src/components/providers/ToastProvider.tsx; src/lib/vault.ts; src/components/vault/FileUploader.tsx,src/app/(dashboard)/rin/loans/add/page.tsx; src/components/providers/ToastProvider.tsx; src/lib/vault.ts; src/components/vault/FileUploader.tsx; src/lib/localVaultEngine.ts; src/lib/cloudDriveSync.ts; src/lib/supabase/client.ts; src/app/api/family/route.ts; src/app/api/loans/route.ts; src/app/api/google-drive/upload/route.ts; src/app/api/google-drive/download/route.ts; src/lib/services/familyService.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/loanService.ts; src/lib/services/incomeService.ts; src/lib/supabase/server.ts; src/lib/googleAuth.ts; src/lib/services/baseService.ts,/api/family; /api/loans; /api/google-drive/upload; /api/google-drive/download,src/app/api/family/route.ts; src/app/api/loans/route.ts; src/app/api/google-drive/upload/route.ts; src/app/api/google-drive/download/route.ts,None found in traced files,src/lib/services/familyService.ts; src/lib/services/loanService.ts; src/lib/services/incomeService.ts; src/lib/services/baseService.ts,users; family_members; loan_accounts; income_streams,loan_accounts.type; loan_accounts.lenderName; loan_accounts.principal; loan_accounts.outstandingAmount; loan_accounts.emi; loan_accounts.interestRate; loan_accounts.tenure; loan_accounts.startDate; loan_accounts.endDate; loan_accounts.linkedPropertyId; loan_accounts.documentId,src/lib/supabase/client.ts: @supabase/ssr Supabase project createBrowserClient; src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/components/vault/FileUploader.tsx: supabase.auth Supabase Auth getUser; src/components/vault/FileUploader.tsx: supabase.storage Dynamic bucket from folder prop .from(folder).upload; getPublicUrl; src/app/api/google-drive/upload/route.ts: supabase.auth Supabase Auth getSession; src/app/api/google-drive/download/route.ts: supabase.auth Supabase Auth getSession,AddLoanPage; FileUploader,AddLoanPage; CreditCard,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(dashboard)/rin/loans/add/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/family/route.ts; src/app/api/loans/route.ts; src/app/api/google-drive/upload/route.ts; src/app/api/google-drive/download/route.ts; src/lib/services/familyService.ts; src/lib/services/loanService.ts; src/lib/services/incomeService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; +2 more
/roadmap,(landing),src/app/(landing)/roadmap/page.tsx,src/app/(landing)/layout.tsx,RoadmapPage,Public Website / Landing,None found in traced files,src/app/(landing)/roadmap/page.tsx,None found in traced files,None found in traced files,None found in traced files,None found in traced files,Needs WD Verification - no direct table evidence found for this route,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,No distinct form component found in this route,No distinct display/list component found in this route,2,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Unconfirmed,Yes,src/app/(landing)/roadmap/page.tsx; src/app/(landing)/layout.tsx; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/sampatti,(dashboard),src/app/(dashboard)/sampatti/page.tsx,src/app/(dashboard)/layout.tsx,SampattiPage,Sampatti / Asset Inventory,src/lib/stores/sampattiStore.ts; src/lib/stores/incomeStore.ts,src/app/(dashboard)/sampatti/page.tsx; src/lib/stores/sampattiStore.ts; src/lib/stores/incomeStore.ts; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/services/incomeService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/prisma.ts; src/lib/services/baseService.ts; src/lib/supabase/server.ts,/api/income; /api/income/[id],src/app/api/income/route.ts; src/app/api/income/[id]/route.ts,src/lib/stores/sampattiStore.ts; src/lib/stores/incomeStore.ts,src/lib/services/incomeService.ts; src/lib/services/baseService.ts,income_streams; users; Not persisted to asset_inventory by this screen,Not persisted to asset_inventory by this screen.Not mapped,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,formatRupee,SampattiPage,2,Partially Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(dashboard)/sampatti/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/income/route.ts; src/app/api/income/[id]/route.ts; src/lib/services/incomeService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/security,(landing),src/app/(landing)/security/page.tsx,src/app/(landing)/layout.tsx,SecurityPage,Public Website / Landing,src/components/landing/Navbar.tsx; src/components/landing/Footer.tsx,src/app/(landing)/security/page.tsx; src/components/landing/Navbar.tsx; src/components/landing/Footer.tsx; src/components/landing/ui/Button.tsx; src/context/landing/LanguageContext.tsx; src/lib/landing/cn.ts,None found in traced files,None found in traced files,src/context/landing/LanguageContext.tsx,None found in traced files,Needs WD Verification - no direct table evidence found for this route,Needs WD Verification - no direct field-map row found in traced files,None found in traced files,No distinct form component found in this route,SecurityPage,2,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Probable,Yes,src/app/(landing)/security/page.tsx; src/app/(landing)/layout.tsx; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/start,(auth),src/app/(auth)/start/page.tsx,src/app/(auth)/layout.tsx,AuthGateway,Authentication,src/lib/supabase/client.ts,src/app/(auth)/start/page.tsx; src/lib/supabase/client.ts; src/app/api/auth/send-confirmation/route.ts; src/app/api/auth/create-user/route.ts; src/app/api/check-user/route.ts; src/app/api/auth/send-reset/route.ts; src/app/api/profile/route.ts; src/app/api/auth/google/route.ts; src/lib/prisma.ts; src/lib/email-templates/html-templates.ts; src/lib/services/userService.ts; src/lib/supabase/server.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/types/api.types.ts; src/lib/services/baseService.ts,/api/auth/send-confirmation; /api/auth/create-user; /api/check-user; /api/auth/send-reset; /api/profile; /api/auth/google,src/app/api/auth/send-confirmation/route.ts; src/app/api/auth/create-user/route.ts; src/app/api/check-user/route.ts; src/app/api/auth/send-reset/route.ts; src/app/api/profile/route.ts; src/app/api/auth/google/route.ts,None found in traced files,src/lib/services/userService.ts; src/lib/services/baseService.ts,users,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/client.ts: @supabase/ssr Supabase project createBrowserClient; src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/app/(auth)/start/page.tsx: supabase.auth Supabase Auth signInWithPassword; getSession; signOut; src/app/api/profile/route.ts: supabase.auth Supabase Auth updateUser; src/app/api/auth/google/route.ts: supabase.auth Supabase Auth getSession; src/app/api/auth/send-confirmation/route.ts: supabaseAdmin.auth.admin Supabase Auth admin generateLink; src/app/api/auth/send-reset/route.ts: supabaseAdmin.auth.admin Supabase Auth admin generateLink; src/lib/services/userService.ts: supabaseAdmin.auth.admin Supabase Auth admin getUserById; updateUserById; deleteUser,AuthGateway,No distinct display/list component found in this route,13,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(auth)/start/page.tsx; src/app/(auth)/layout.tsx; src/app/api/auth/send-confirmation/route.ts; src/app/api/auth/create-user/route.ts; src/app/api/check-user/route.ts; src/app/api/auth/send-reset/route.ts; src/app/api/profile/route.ts; src/app/api/auth/google/route.ts; src/lib/services/userService.ts; src/lib/services/baseService.ts; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/subscriptions,(dashboard),src/app/(dashboard)/subscriptions/page.tsx,src/app/(dashboard)/layout.tsx,SubscriptionsModulePage,Leakage / Subscriptions,src/lib/subscriptionMetrics.ts,src/app/(dashboard)/subscriptions/page.tsx; src/lib/subscriptionMetrics.ts; src/app/api/subscriptions/route.ts; src/app/api/subscriptions/[id]/route.ts; src/lib/services/subscriptionService.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/prisma.ts; src/lib/services/baseService.ts; src/lib/supabase/server.ts,/api/subscriptions; /api/subscriptions/[id],src/app/api/subscriptions/route.ts; src/app/api/subscriptions/[id]/route.ts,None found in traced files,src/lib/services/subscriptionService.ts; src/lib/services/baseService.ts,subscriptions; users,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,SubscriptionsModulePage,4,Duplicate / Old Version,Overlaps configured Leakage and /leakage/subscriptions route families; authoritative path needs WD verification.,Strong Evidence,Yes,src/app/(dashboard)/subscriptions/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/subscriptions/route.ts; src/app/api/subscriptions/[id]/route.ts; src/lib/services/subscriptionService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/MODULE_DEPENDENCY_MATRIX.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-output/01-repository-and-architecture/ARCHITECTURE_AND_COUPLING_RISKS.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-input/02-existing-team-outputs/PM_MODULE_INVENTORY.csv; audit-input/02-existing-team-outputs/PM_SCREEN_INVENTORY.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/succession,(dashboard),src/app/(dashboard)/succession/page.tsx,src/app/(dashboard)/layout.tsx,SuccessionIndex,Uttaradhikar Sabha / Succession,src/components/ui/PageGuide.tsx,src/app/(dashboard)/succession/page.tsx; src/components/ui/PageGuide.tsx; src/app/api/succession/nominees/route.ts; src/app/api/succession/will/route.ts; src/app/api/succession/emergency/route.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/supabase/server.ts,/api/succession/nominees; /api/succession/will; /api/succession/emergency,src/app/api/succession/nominees/route.ts; src/app/api/succession/will/route.ts; src/app/api/succession/emergency/route.ts,None found in traced files,None found in traced files,succession_nominees; succession_wills; succession_emergency; users,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,SuccessionIndex,1,Implemented,No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions.,Strong Evidence,Yes,src/app/(dashboard)/succession/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/succession/nominees/route.ts; src/app/api/succession/will/route.ts; src/app/api/succession/emergency/route.ts; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/succession/emergency,(dashboard),src/app/(dashboard)/succession/emergency/page.tsx,src/app/(dashboard)/layout.tsx,EmergencyPage,Uttaradhikar Sabha / Succession,src/components/providers/ToastProvider.tsx; src/components/ui/ConfirmModal.tsx; src/components/ui/PageGuide.tsx,src/app/(dashboard)/succession/emergency/page.tsx; src/components/providers/ToastProvider.tsx; src/components/ui/ConfirmModal.tsx; src/components/ui/PageGuide.tsx; src/app/api/succession/emergency/route.ts; src/app/api/auth/send-otp/route.ts; src/app/api/auth/verify-otp/route.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/email-templates/html-templates.ts; src/lib/supabase/server.ts,/api/succession/emergency; /api/auth/send-otp; /api/auth/verify-otp,src/app/api/succession/emergency/route.ts; src/app/api/auth/send-otp/route.ts; src/app/api/auth/verify-otp/route.ts,None found in traced files,None found in traced files,succession_emergency; email_verification_codes; users,succession_emergency.emergencyContactName; succession_emergency.emergencyContactPhone; succession_emergency.secondaryContactName; succession_emergency.secondaryContactPhone; succession_emergency.verificationMethod; succession_emergency.activationWaitingPeriod; succession_emergency.assetAccessScope,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,EmergencyPage,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(dashboard)/succession/emergency/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/succession/emergency/route.ts; src/app/api/auth/send-otp/route.ts; src/app/api/auth/verify-otp/route.ts; audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/succession/nominees,(dashboard),src/app/(dashboard)/succession/nominees/page.tsx,src/app/(dashboard)/layout.tsx,NomineesPage,Uttaradhikar Sabha / Succession,src/components/providers/ToastProvider.tsx; src/components/ui/ConfirmModal.tsx; src/components/ui/PageGuide.tsx,src/app/(dashboard)/succession/nominees/page.tsx; src/components/providers/ToastProvider.tsx; src/components/ui/ConfirmModal.tsx; src/components/ui/PageGuide.tsx; src/app/api/succession/assets/route.ts; src/app/api/succession/nominees/route.ts; src/app/api/family/route.ts; src/app/api/succession/nominees/[id]/route.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/services/familyService.ts; src/lib/types/api.types.ts; src/lib/supabase/server.ts; src/lib/services/baseService.ts,/api/succession/assets; /api/succession/nominees; /api/family; /api/succession/nominees/[id],src/app/api/succession/assets/route.ts; src/app/api/succession/nominees/route.ts; src/app/api/family/route.ts; src/app/api/succession/nominees/[id]/route.ts,None found in traced files,src/lib/services/familyService.ts; src/lib/services/baseService.ts,asset_inventory; property_assets; investment_holdings; insurance_policies; succession_nominees; users; family_members,succession_nominees.assetId; succession_nominees.assetType; succession_nominees.nomineeId; succession_nominees.nomineeName; succession_nominees.relationship; succession_nominees.sharePercentage,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,NomineesPage,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(dashboard)/succession/nominees/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/succession/assets/route.ts; src/app/api/succession/nominees/route.ts; src/app/api/family/route.ts; src/app/api/succession/nominees/[id]/route.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/succession/scan,(dashboard),src/app/(dashboard)/succession/scan/page.tsx,src/app/(dashboard)/layout.tsx,ScanPage,Uttaradhikar Sabha / Succession,src/components/providers/ToastProvider.tsx; src/components/ui/PageGuide.tsx,src/app/(dashboard)/succession/scan/page.tsx; src/components/providers/ToastProvider.tsx; src/components/ui/PageGuide.tsx; src/app/api/succession/assets/route.ts; src/app/api/succession/nominees/route.ts; src/app/api/family/route.ts; src/app/api/succession/will/route.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/services/familyService.ts; src/lib/types/api.types.ts; src/lib/supabase/server.ts; src/lib/services/baseService.ts,/api/succession/assets; /api/succession/nominees; /api/family; /api/succession/will,src/app/api/succession/assets/route.ts; src/app/api/succession/nominees/route.ts; src/app/api/family/route.ts; src/app/api/succession/will/route.ts,None found in traced files,src/lib/services/familyService.ts; src/lib/services/baseService.ts,asset_inventory; property_assets; investment_holdings; insurance_policies; succession_nominees; users; succession_wills; family_members,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,ScanPage,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(dashboard)/succession/scan/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/succession/assets/route.ts; src/app/api/succession/nominees/route.ts; src/app/api/family/route.ts; src/app/api/succession/will/route.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/succession/tutorial,(dashboard),src/app/(dashboard)/succession/tutorial/page.tsx,src/app/(dashboard)/layout.tsx,SuccessionTutorial,Uttaradhikar Sabha / Succession,src/components/ui/VideoTutorialPlaceholder.tsx; src/components/providers/ToastProvider.tsx; src/components/ui/PageGuide.tsx,src/app/(dashboard)/succession/tutorial/page.tsx; src/components/ui/VideoTutorialPlaceholder.tsx; src/components/providers/ToastProvider.tsx; src/components/ui/PageGuide.tsx; src/app/api/succession/assets/route.ts; src/app/api/family/route.ts; src/app/api/succession/nominees/route.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/services/familyService.ts; src/lib/types/api.types.ts; src/lib/supabase/server.ts; src/lib/services/baseService.ts,/api/succession/assets; /api/family; /api/succession/nominees,src/app/api/succession/assets/route.ts; src/app/api/family/route.ts; src/app/api/succession/nominees/route.ts,None found in traced files,src/lib/services/familyService.ts; src/lib/services/baseService.ts,asset_inventory; property_assets; investment_holdings; insurance_policies; succession_nominees; users; family_members,Needs WD Verification - no direct field-map row found in traced files,src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser,No distinct form component found in this route,SuccessionTutorial,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(dashboard)/succession/tutorial/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/succession/assets/route.ts; src/app/api/family/route.ts; src/app/api/succession/nominees/route.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
/succession/will,(dashboard),src/app/(dashboard)/succession/will/page.tsx,src/app/(dashboard)/layout.tsx,WillPage,Uttaradhikar Sabha / Succession,src/components/vault/FileUploader.tsx; src/components/providers/ToastProvider.tsx; src/components/ui/PageGuide.tsx,src/app/(dashboard)/succession/will/page.tsx; src/components/vault/FileUploader.tsx; src/components/providers/ToastProvider.tsx; src/components/ui/PageGuide.tsx; src/lib/vault.ts; src/lib/cloudDriveSync.ts; src/lib/supabase/client.ts; src/lib/localVaultEngine.ts; src/app/api/succession/will/route.ts; src/app/api/family/route.ts; src/app/api/google-drive/upload/route.ts; src/app/api/google-drive/download/route.ts; src/lib/prisma.ts; src/lib/middleware/auth.middleware.ts; src/lib/middleware/error.middleware.ts; src/lib/middleware/standardResponse.ts; src/lib/services/familyService.ts; src/lib/types/api.types.ts; src/lib/supabase/server.ts; src/lib/googleAuth.ts; src/lib/services/baseService.ts,/api/succession/will; /api/vault/download/[id]; /api/family; /api/google-drive/upload; /api/google-drive/download,src/app/api/succession/will/route.ts; src/app/api/family/route.ts; src/app/api/google-drive/upload/route.ts; src/app/api/google-drive/download/route.ts,None found in traced files,src/lib/services/familyService.ts; src/lib/services/baseService.ts,succession_wills; users; family_members,succession_wills.willExists; succession_wills.executorName; succession_wills.executorContact; succession_wills.witnessNames; succession_wills.digitalCopyUrl,src/lib/supabase/client.ts: @supabase/ssr Supabase project createBrowserClient; src/lib/supabase/server.ts: @supabase/ssr Supabase project createServerClient; src/lib/middleware/auth.middleware.ts: supabase.auth Supabase Auth getUser; src/components/vault/FileUploader.tsx: supabase.auth Supabase Auth getUser; src/components/vault/FileUploader.tsx: supabase.storage Dynamic bucket from folder prop .from(folder).upload; getPublicUrl; src/app/api/google-drive/upload/route.ts: supabase.auth Supabase Auth getSession; src/app/api/google-drive/download/route.ts: supabase.auth Supabase Auth getSession,FileUploader,WillPage,0,Implemented,"No duplicate/old route risk identified from supplied source; Needs WD Verification before deletion decisions. Static route-literal search found no reference outside the page file; dynamic navigation is possible, so linkage Needs WD Verification.",Strong Evidence,Yes,src/app/(dashboard)/succession/will/page.tsx; src/app/(dashboard)/layout.tsx; src/app/api/succession/will/route.ts; src/app/api/family/route.ts; src/app/api/google-drive/upload/route.ts; src/app/api/google-drive/download/route.ts; src/lib/services/familyService.ts; src/lib/services/baseService.ts; audit-output/02-database-and-dependencies/FRONTEND_DATABASE_FIELD_MAP.csv; audit-output/01-repository-and-architecture/REPOSITORY_INVENTORY.md; audit-output/01-repository-and-architecture/GOOGLE_AUTH_CODE_FLOW.md; audit-input/01-database-structure/schema.sql; audit-input/01-database-structure/database.types.ts; audit-input/02-existing-team-outputs/2026-07-19_MODULE_CRUD_TRACE.csv; audit-output/03-prd-traceability/PRD_IMPLEMENTATION_TRACEABILITY.csv
