Map_ID,Module,Screen_or_Form,Visible_Label,Form_Variable,Component_File,Service_API_Store,Database_Table,Database_Column,Mapping_Type,Evidence,Confidence,Verification_Status
FDB-082,Bhoomi,Add property,Market value,marketValue -> currentValue,src/app/(dashboard)/bhoomi/add/page.tsx,/api/bhoomi/properties -> bhoomiService,property_assets,currentValue,Renamed,src/app/(dashboard)/bhoomi/add/page.tsx; /api/bhoomi/properties -> bhoomiService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-083,Bhoomi,Add property,Purchase price,purchasePrice -> purchaseAmount,src/app/(dashboard)/bhoomi/add/page.tsx,/api/bhoomi/properties -> bhoomiService,property_assets,purchaseAmount,Renamed,src/app/(dashboard)/bhoomi/add/page.tsx; /api/bhoomi/properties -> bhoomiService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-084,Bhoomi,Add property,Purchase date,purchaseDate,src/app/(dashboard)/bhoomi/add/page.tsx,/api/bhoomi/properties -> bhoomiService,property_assets,purchaseDate,Direct,src/app/(dashboard)/bhoomi/add/page.tsx; /api/bhoomi/properties -> bhoomiService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-085,Bhoomi,Add property,Linked loan,loanId -> linkedLoanId,src/app/(dashboard)/bhoomi/add/page.tsx,/api/bhoomi/properties -> bhoomiService,property_assets,linkedLoanId,Renamed,src/app/(dashboard)/bhoomi/add/page.tsx; /api/bhoomi/properties -> bhoomiService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-086,Bhoomi,Add property,Annual carrying costs,carryingCostsAnnual -> annualCosts,src/app/(dashboard)/bhoomi/add/page.tsx,/api/bhoomi/properties -> bhoomiService,property_assets,annualCosts,Renamed,src/app/(dashboard)/bhoomi/add/page.tsx; /api/bhoomi/properties -> bhoomiService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-087,Bhoomi,Add property,Annual rental income,rentalIncomeAnnual -> rentalIncome,src/app/(dashboard)/bhoomi/add/page.tsx,/api/bhoomi/properties -> bhoomiService,property_assets,rentalIncome,Renamed,src/app/(dashboard)/bhoomi/add/page.tsx; /api/bhoomi/properties -> bhoomiService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-088,Bhoomi,Add property,Documents,vaultFileIds,src/app/(dashboard)/bhoomi/add/page.tsx,/api/bhoomi/properties -> bhoomiService,property_assets,vaultFileIds,Direct,src/app/(dashboard)/bhoomi/add/page.tsx; /api/bhoomi/properties -> bhoomiService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-089,Bhoomi,Add property,Secret field,secretFieldValue -> secretFieldId,src/app/(dashboard)/bhoomi/add/page.tsx,/api/bhoomi/properties -> bhoomiService,property_assets,secretFieldId,Renamed,src/app/(dashboard)/bhoomi/add/page.tsx; /api/bhoomi/properties -> bhoomiService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-090,Kar,Add ITR record,Assessment Year,form.assessmentYear,src/app/(dashboard)/kar/itr/new/page.tsx,/api/tax/records -> prisma.taxRecord,tax_records,assessmentYear,Direct,src/app/(dashboard)/kar/itr/new/page.tsx; /api/tax/records -> prisma.taxRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-091,Kar,Add ITR record,Financial Year,form.financialYear,src/app/(dashboard)/kar/itr/new/page.tsx,/api/tax/records -> prisma.taxRecord,tax_records,financialYear,Direct,src/app/(dashboard)/kar/itr/new/page.tsx; /api/tax/records -> prisma.taxRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-092,Kar,Add ITR record,Filing status,form.filingStatus -> status,src/app/(dashboard)/kar/itr/new/page.tsx,/api/tax/records -> prisma.taxRecord,tax_records,status,Renamed,src/app/(dashboard)/kar/itr/new/page.tsx; /api/tax/records -> prisma.taxRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-093,Kar,Add ITR record,ITR Type,form.itrType -> filingType,src/app/(dashboard)/kar/itr/new/page.tsx,/api/tax/records -> prisma.taxRecord,tax_records,filingType,Renamed,src/app/(dashboard)/kar/itr/new/page.tsx; /api/tax/records -> prisma.taxRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-094,Kar,Add ITR record,Filing Date,form.filingDate,src/app/(dashboard)/kar/itr/new/page.tsx,/api/tax/records -> prisma.taxRecord,tax_records,filingDate,Direct,src/app/(dashboard)/kar/itr/new/page.tsx; /api/tax/records -> prisma.taxRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-095,Kar,Add ITR record,Tax payable,form.taxPayable -> taxDue,src/app/(dashboard)/kar/itr/new/page.tsx,/api/tax/records -> prisma.taxRecord,tax_records,taxDue,Renamed,src/app/(dashboard)/kar/itr/new/page.tsx; /api/tax/records -> prisma.taxRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-096,Kar,Add ITR record,Tax paid,form.taxPaid,src/app/(dashboard)/kar/itr/new/page.tsx,/api/tax/records -> prisma.taxRecord,tax_records,taxPaid,Direct,src/app/(dashboard)/kar/itr/new/page.tsx; /api/tax/records -> prisma.taxRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-097,Kar,Add ITR record,Acknowledgement Number,form.acknowledgementNumber,src/app/(dashboard)/kar/itr/new/page.tsx,/api/tax/records -> prisma.taxRecord,tax_records,acknowledgementNumber,Direct,src/app/(dashboard)/kar/itr/new/page.tsx; /api/tax/records -> prisma.taxRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-098,Kar,Add ITR record,Document,form.documentId -> documentUrl,src/app/(dashboard)/kar/itr/new/page.tsx,/api/tax/records -> prisma.taxRecord,tax_records,documentUrl,Renamed,src/app/(dashboard)/kar/itr/new/page.tsx; /api/tax/records -> prisma.taxRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-099,Kar,Add GST record,GSTIN,form.gstin,src/app/(dashboard)/kar/gst/new/page.tsx,/api/gst/records -> prisma.gstRecord,gst_records,gstin,Direct,src/app/(dashboard)/kar/gst/new/page.tsx; /api/gst/records -> prisma.gstRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-100,Kar,Add GST record,Business name,form.businessName,src/app/(dashboard)/kar/gst/new/page.tsx,/api/gst/records -> prisma.gstRecord,gst_records,businessName,Direct,src/app/(dashboard)/kar/gst/new/page.tsx; /api/gst/records -> prisma.gstRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-101,Kar,Add GST record,Filing frequency,form.filingFrequency,src/app/(dashboard)/kar/gst/new/page.tsx,/api/gst/records -> prisma.gstRecord,gst_records,filingFrequency,Direct,src/app/(dashboard)/kar/gst/new/page.tsx; /api/gst/records -> prisma.gstRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-102,Kar,Add GST record,Last filing date,form.lastFilingDate,src/app/(dashboard)/kar/gst/new/page.tsx,/api/gst/records -> prisma.gstRecord,gst_records,lastFilingDate,Transformed,src/app/(dashboard)/kar/gst/new/page.tsx; /api/gst/records -> prisma.gstRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-103,Kar,Add GST record,Next due date,form.nextDueDate,src/app/(dashboard)/kar/gst/new/page.tsx,/api/gst/records -> prisma.gstRecord,gst_records,nextDueDate,Transformed,src/app/(dashboard)/kar/gst/new/page.tsx; /api/gst/records -> prisma.gstRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-104,Kar,Add GST record,GSTR-1 Filed?,form.gstr1Filed,src/app/(dashboard)/kar/gst/new/page.tsx,/api/gst/records -> prisma.gstRecord,gst_records,gstr1Filed,Transformed,src/app/(dashboard)/kar/gst/new/page.tsx; /api/gst/records -> prisma.gstRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-105,Kar,Add GST record,GSTR-3B Filed?,form.gstr3bFiled,src/app/(dashboard)/kar/gst/new/page.tsx,/api/gst/records -> prisma.gstRecord,gst_records,gstr3bFiled,Transformed,src/app/(dashboard)/kar/gst/new/page.tsx; /api/gst/records -> prisma.gstRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-106,Kar,Add GST record,Annual Return Filed?,form.annualReturnFiled,src/app/(dashboard)/kar/gst/new/page.tsx,/api/gst/records -> prisma.gstRecord,gst_records,annualReturnFiled,Transformed,src/app/(dashboard)/kar/gst/new/page.tsx; /api/gst/records -> prisma.gstRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-107,Kar,Add GST record,Status,form.status,src/app/(dashboard)/kar/gst/new/page.tsx,/api/gst/records -> prisma.gstRecord,gst_records,status,Direct,src/app/(dashboard)/kar/gst/new/page.tsx; /api/gst/records -> prisma.gstRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-108,Kar,Add DIN record,DIN Number,form.dinNumber,src/app/(dashboard)/kar/din/new/page.tsx,/api/din/records -> prisma.dinRecord,din_records,dinNumber,Direct,src/app/(dashboard)/kar/din/new/page.tsx; /api/din/records -> prisma.dinRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-109,Kar,Add DIN record,Company Name,form.companyName,src/app/(dashboard)/kar/din/new/page.tsx,/api/din/records -> prisma.dinRecord,din_records,companyName,Direct,src/app/(dashboard)/kar/din/new/page.tsx; /api/din/records -> prisma.dinRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-110,Kar,Add DIN record,Issue Date,form.issueDate,src/app/(dashboard)/kar/din/new/page.tsx,/api/din/records -> prisma.dinRecord,din_records,issueDate,Transformed,src/app/(dashboard)/kar/din/new/page.tsx; /api/din/records -> prisma.dinRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-111,Kar,Add DIN record,Expiry Date,form.expiryDate,src/app/(dashboard)/kar/din/new/page.tsx,/api/din/records -> prisma.dinRecord,din_records,expiryDate,Transformed,src/app/(dashboard)/kar/din/new/page.tsx; /api/din/records -> prisma.dinRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-112,Kar,Add DIN record,DIN KYC Status,form.dinKycStatus,src/app/(dashboard)/kar/din/new/page.tsx,/api/din/records -> prisma.dinRecord,din_records,dinKycStatus,Direct,src/app/(dashboard)/kar/din/new/page.tsx; /api/din/records -> prisma.dinRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-113,Kar,Add DIN record,DSC Expiry Date,form.dscExpiryDate,src/app/(dashboard)/kar/din/new/page.tsx,/api/din/records -> prisma.dinRecord,din_records,dscExpiryDate,Transformed,src/app/(dashboard)/kar/din/new/page.tsx; /api/din/records -> prisma.dinRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-114,Kar,Add DIN record,MCA Filing Status,form.mcaFilingStatus,src/app/(dashboard)/kar/din/new/page.tsx,/api/din/records -> prisma.dinRecord,din_records,mcaFilingStatus,Direct,src/app/(dashboard)/kar/din/new/page.tsx; /api/din/records -> prisma.dinRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-115,Kar,Add DIN record,Director Since,form.directorSince,src/app/(dashboard)/kar/din/new/page.tsx,/api/din/records -> prisma.dinRecord,din_records,directorSince,Transformed,src/app/(dashboard)/kar/din/new/page.tsx; /api/din/records -> prisma.dinRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-116,Kar,Add DIN record,Status,form.status,src/app/(dashboard)/kar/din/new/page.tsx,/api/din/records -> prisma.dinRecord,din_records,status,Direct,src/app/(dashboard)/kar/din/new/page.tsx; /api/din/records -> prisma.dinRecord; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-117,Uttaradhikar Sabha / Succession,Nominee mapping,Asset,selectedAssetId -> assetId,src/app/(dashboard)/succession/nominees/page.tsx,/api/succession/nominees -> prisma.successionNominee,succession_nominees,assetId,Renamed,src/app/(dashboard)/succession/nominees/page.tsx; /api/succession/nominees -> prisma.successionNominee; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-118,Uttaradhikar Sabha / Succession,Nominee mapping,Asset type,selectedAsset.type -> assetType,src/app/(dashboard)/succession/nominees/page.tsx,/api/succession/nominees -> prisma.successionNominee,succession_nominees,assetType,Renamed,src/app/(dashboard)/succession/nominees/page.tsx; /api/succession/nominees -> prisma.successionNominee; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-119,Uttaradhikar Sabha / Succession,Nominee mapping,Nominee,selectedNomineeId -> nomineeId,src/app/(dashboard)/succession/nominees/page.tsx,/api/succession/nominees -> prisma.successionNominee,succession_nominees,nomineeId,Renamed,src/app/(dashboard)/succession/nominees/page.tsx; /api/succession/nominees -> prisma.successionNominee; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-120,Uttaradhikar Sabha / Succession,Nominee mapping,Nominee name,derived family member name,src/app/(dashboard)/succession/nominees/page.tsx,/api/succession/nominees -> prisma.successionNominee,succession_nominees,nomineeName,Derived,src/app/(dashboard)/succession/nominees/page.tsx; /api/succession/nominees -> prisma.successionNominee; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-121,Uttaradhikar Sabha / Succession,Nominee mapping,Relationship,relationship,src/app/(dashboard)/succession/nominees/page.tsx,/api/succession/nominees -> prisma.successionNominee,succession_nominees,relationship,Direct,src/app/(dashboard)/succession/nominees/page.tsx; /api/succession/nominees -> prisma.successionNominee; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-122,Uttaradhikar Sabha / Succession,Nominee mapping,Share percentage,sharePercentage,src/app/(dashboard)/succession/nominees/page.tsx,/api/succession/nominees -> prisma.successionNominee,succession_nominees,sharePercentage,Direct,src/app/(dashboard)/succession/nominees/page.tsx; /api/succession/nominees -> prisma.successionNominee; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-123,Uttaradhikar Sabha / Succession,Will details,I have a legally signed will document,willExists,src/app/(dashboard)/succession/will/page.tsx,/api/succession/will -> prisma.successionWill,succession_wills,willExists,Direct,src/app/(dashboard)/succession/will/page.tsx; /api/succession/will -> prisma.successionWill; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-124,Uttaradhikar Sabha / Succession,Will details,Executor name,executorName,src/app/(dashboard)/succession/will/page.tsx,/api/succession/will -> prisma.successionWill,succession_wills,executorName,Direct,src/app/(dashboard)/succession/will/page.tsx; /api/succession/will -> prisma.successionWill; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-125,Uttaradhikar Sabha / Succession,Will details,Executor contact,executorContact,src/app/(dashboard)/succession/will/page.tsx,/api/succession/will -> prisma.successionWill,succession_wills,executorContact,Direct,src/app/(dashboard)/succession/will/page.tsx; /api/succession/will -> prisma.successionWill; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-126,Uttaradhikar Sabha / Succession,Will details,Witness names,witnessNames -> string[],src/app/(dashboard)/succession/will/page.tsx,/api/succession/will -> prisma.successionWill,succession_wills,witnessNames,Transformed,src/app/(dashboard)/succession/will/page.tsx; /api/succession/will -> prisma.successionWill; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-127,Uttaradhikar Sabha / Succession,Will details,Upload document,digitalCopyUrl,src/app/(dashboard)/succession/will/page.tsx,/api/succession/will -> prisma.successionWill,succession_wills,digitalCopyUrl,Direct,src/app/(dashboard)/succession/will/page.tsx; /api/succession/will -> prisma.successionWill; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-128,Uttaradhikar Sabha / Succession,Emergency protocol,Primary contact name,data.emergencyContactName,src/app/(dashboard)/succession/emergency/page.tsx,/api/succession/emergency -> prisma.successionEmergency,succession_emergency,emergencyContactName,Direct,src/app/(dashboard)/succession/emergency/page.tsx; /api/succession/emergency -> prisma.successionEmergency; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-129,Uttaradhikar Sabha / Succession,Emergency protocol,Primary contact phone,data.emergencyContactPhone,src/app/(dashboard)/succession/emergency/page.tsx,/api/succession/emergency -> prisma.successionEmergency,succession_emergency,emergencyContactPhone,Direct,src/app/(dashboard)/succession/emergency/page.tsx; /api/succession/emergency -> prisma.successionEmergency; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-130,Uttaradhikar Sabha / Succession,Emergency protocol,Backup contact name,data.secondaryContactName,src/app/(dashboard)/succession/emergency/page.tsx,/api/succession/emergency -> prisma.successionEmergency,succession_emergency,secondaryContactName,Direct,src/app/(dashboard)/succession/emergency/page.tsx; /api/succession/emergency -> prisma.successionEmergency; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-131,Uttaradhikar Sabha / Succession,Emergency protocol,Backup phone,data.secondaryContactPhone,src/app/(dashboard)/succession/emergency/page.tsx,/api/succession/emergency -> prisma.successionEmergency,succession_emergency,secondaryContactPhone,Direct,src/app/(dashboard)/succession/emergency/page.tsx; /api/succession/emergency -> prisma.successionEmergency; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-132,Uttaradhikar Sabha / Succession,Emergency protocol,Verification method,data.verificationMethod,src/app/(dashboard)/succession/emergency/page.tsx,/api/succession/emergency -> prisma.successionEmergency,succession_emergency,verificationMethod,Direct,src/app/(dashboard)/succession/emergency/page.tsx; /api/succession/emergency -> prisma.successionEmergency; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-133,Uttaradhikar Sabha / Succession,Emergency protocol,Activation delay,data.activationWaitingPeriod,src/app/(dashboard)/succession/emergency/page.tsx,/api/succession/emergency -> prisma.successionEmergency,succession_emergency,activationWaitingPeriod,Transformed,src/app/(dashboard)/succession/emergency/page.tsx; /api/succession/emergency -> prisma.successionEmergency; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-134,Uttaradhikar Sabha / Succession,Emergency protocol,Protected scopes,data.assetAccessScope,src/app/(dashboard)/succession/emergency/page.tsx,/api/succession/emergency -> prisma.successionEmergency,succession_emergency,assetAccessScope,Direct,src/app/(dashboard)/succession/emergency/page.tsx; /api/succession/emergency -> prisma.successionEmergency; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-135,Mitra,Will status,Do you have a legally signed Will?,exists -> existsFlag,src/app/(dashboard)/mitra/will/page.tsx,/api/will -> willService,will_status,existsFlag,Renamed,src/app/(dashboard)/mitra/will/page.tsx; /api/will -> willService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-136,Mitra,Will status,Will Location,location,src/app/(dashboard)/mitra/will/page.tsx,/api/will -> willService,will_status,location,Direct,src/app/(dashboard)/mitra/will/page.tsx; /api/will -> willService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-137,Mitra,Will status,Executor Name,executorName,src/app/(dashboard)/mitra/will/page.tsx,/api/will -> willService,will_status,executorName,Direct,src/app/(dashboard)/mitra/will/page.tsx; /api/will -> willService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-138,Mitra,Will status,Executor Contact,executorContact,src/app/(dashboard)/mitra/will/page.tsx,/api/will -> willService,will_status,executorContact,Direct,src/app/(dashboard)/mitra/will/page.tsx; /api/will -> willService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-139,Mitra,Will status,Last Review Date,lastReviewDate,src/app/(dashboard)/mitra/will/page.tsx,/api/will -> willService,will_status,lastReviewDate,Transformed,src/app/(dashboard)/mitra/will/page.tsx; /api/will -> willService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-140,Mitra,Will status,Special/Emergency Instructions,instructions,src/app/(dashboard)/mitra/will/page.tsx,/api/will -> willService,will_status,instructions,Direct,src/app/(dashboard)/mitra/will/page.tsx; /api/will -> willService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-141,Mitra,Assign nominee to asset,Asset,selectedAsset.id -> assetRef,src/app/(dashboard)/mitra/assets/page.tsx,/api/nominee -> nomineeService,nominee_mapping,assetRef,Renamed,src/app/(dashboard)/mitra/assets/page.tsx; /api/nominee -> nomineeService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-142,Mitra,Assign nominee to asset,Asset Type,selectedAsset.type -> assetType,src/app/(dashboard)/mitra/assets/page.tsx,/api/nominee -> nomineeService,nominee_mapping,assetType,Renamed,src/app/(dashboard)/mitra/assets/page.tsx; /api/nominee -> nomineeService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-143,Mitra,Assign nominee to asset,Select Family Member,selectedNomineeId -> nomineeId,src/app/(dashboard)/mitra/assets/page.tsx,/api/nominee -> nomineeService,nominee_mapping,nomineeId,Renamed,src/app/(dashboard)/mitra/assets/page.tsx; /api/nominee -> nomineeService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-144,Mitra,Assign nominee to asset,Share Percentage,sharePercent,src/app/(dashboard)/mitra/assets/page.tsx,/api/nominee -> nomineeService,nominee_mapping,sharePercent,Transformed,src/app/(dashboard)/mitra/assets/page.tsx; /api/nominee -> nomineeService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-145,Mitra,Assign nominee to asset,Search by asset name or details,searchQuery,src/app/(dashboard)/mitra/assets/page.tsx,/api/nominee -> nomineeService,nominee_mapping,Not stored,UI-only,src/app/(dashboard)/mitra/assets/page.tsx; /api/nominee -> nomineeService; prisma/schema.prisma,Confirmed,Needs human verification against running UI and current deployment
FDB-146,Leakage,Subscription tracker (configured route),Name,name,src/app/(dashboard)/leakage/subscriptions/page.tsx,ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage,Not persisted to subscriptions by this screen,Not mapped,Local-only,src/app/(dashboard)/leakage/subscriptions/page.tsx; ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage; prisma/schema.prisma,Confirmed,"Needs WD Verification: subscriptions table/API exists, but this configured add form writes ExpenseStore"
FDB-147,Leakage,Subscription tracker (configured route),Category,categoryId,src/app/(dashboard)/leakage/subscriptions/page.tsx,ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage,Not persisted to subscriptions by this screen,Not mapped,Local-only,src/app/(dashboard)/leakage/subscriptions/page.tsx; ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage; prisma/schema.prisma,Confirmed,"Needs WD Verification: subscriptions table/API exists, but this configured add form writes ExpenseStore"
FDB-148,Leakage,Subscription tracker (configured route),Monthly Cost,amount,src/app/(dashboard)/leakage/subscriptions/page.tsx,ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage,Not persisted to subscriptions by this screen,Not mapped,Local-only,src/app/(dashboard)/leakage/subscriptions/page.tsx; ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage; prisma/schema.prisma,Confirmed,"Needs WD Verification: subscriptions table/API exists, but this configured add form writes ExpenseStore"
FDB-149,Leakage,Subscription tracker (configured route),Renewal Date,renewalDate,src/app/(dashboard)/leakage/subscriptions/page.tsx,ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage,Not persisted to subscriptions by this screen,Not mapped,Local-only,src/app/(dashboard)/leakage/subscriptions/page.tsx; ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage; prisma/schema.prisma,Confirmed,"Needs WD Verification: subscriptions table/API exists, but this configured add form writes ExpenseStore"
FDB-150,Leakage,Subscription tracker (configured route),Last Used,lastUsedDate,src/app/(dashboard)/leakage/subscriptions/page.tsx,ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage,Not persisted to subscriptions by this screen,Not mapped,Local-only,src/app/(dashboard)/leakage/subscriptions/page.tsx; ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage; prisma/schema.prisma,Confirmed,"Needs WD Verification: subscriptions table/API exists, but this configured add form writes ExpenseStore"
FDB-151,Leakage,Subscription tracker (configured route),Auto-Debit Bank,autoDebitBank,src/app/(dashboard)/leakage/subscriptions/page.tsx,ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage,Not persisted to subscriptions by this screen,Not mapped,Local-only,src/app/(dashboard)/leakage/subscriptions/page.tsx; ExpenseStore.addSubscription (browser store); /api/subscriptions is read by /leakage; prisma/schema.prisma,Confirmed,"Needs WD Verification: subscriptions table/API exists, but this configured add form writes ExpenseStore"
FDB-152,Sampatti,Asset inventory,Asset name,asset.name,src/app/(dashboard)/sampatti/page.tsx,useSampattiStore (Zustand persisted browser state),Not persisted to asset_inventory by this screen,Not mapped,Local-only,src/app/(dashboard)/sampatti/page.tsx; useSampattiStore (Zustand persisted browser state); prisma/schema.prisma,Confirmed,Needs WD Verification: Prisma AssetInventory exists but no Sampatti API route connects this page
FDB-153,Sampatti,Asset inventory,Asset category,asset.category,src/app/(dashboard)/sampatti/page.tsx,useSampattiStore (Zustand persisted browser state),Not persisted to asset_inventory by this screen,Not mapped,Local-only,src/app/(dashboard)/sampatti/page.tsx; useSampattiStore (Zustand persisted browser state); prisma/schema.prisma,Confirmed,Needs WD Verification: Prisma AssetInventory exists but no Sampatti API route connects this page
FDB-154,Sampatti,Asset inventory,Purchase value,asset.purchaseValue,src/app/(dashboard)/sampatti/page.tsx,useSampattiStore (Zustand persisted browser state),Not persisted to asset_inventory by this screen,Not mapped,Local-only,src/app/(dashboard)/sampatti/page.tsx; useSampattiStore (Zustand persisted browser state); prisma/schema.prisma,Confirmed,Needs WD Verification: Prisma AssetInventory exists but no Sampatti API route connects this page
FDB-155,Sampatti,Asset inventory,Current value,asset.currentValue,src/app/(dashboard)/sampatti/page.tsx,useSampattiStore (Zustand persisted browser state),Not persisted to asset_inventory by this screen,Not mapped,Local-only,src/app/(dashboard)/sampatti/page.tsx; useSampattiStore (Zustand persisted browser state); prisma/schema.prisma,Confirmed,Needs WD Verification: Prisma AssetInventory exists but no Sampatti API route connects this page
